iter	Passed	Remaining
455	922	19316
456	924	19307
457	926	19303
458	928	19295
459	930	19291
460	932	19284
461	934	19285
462	935	19279
463	937	19272
464	939	19275
465	941	19262
466	942	19249
467	944	19235
468	946	19236
469	948	19237
470	950	19237
471	954	19259
472	955	19250
473	958	19272
474	960	19264
475	962	19267
476	964	19255
477	966	19245
478	969	19267
479	971	19277
480	975	19296
481	976	19288
482	978	19276
483	979	19263
484	981	19254
485	983	19255
486	985	19259
487	988	19258
488	989	19248
489	991	19249
490	993	19238
491	997	19268
492	998	19258
493	1000	19245
494	1001	19232
495	1003	19220
496	1004	19212
497	1006	19201
498	1008	19206
499	1010	19195
500	1012	19191
501	1014	19187
502	1015	19176
503	1017	19165
504	1018	19153
505	1020	19152
506	1022	19154
507	1024	19145
508	1026	19135
509	1027	19123
510	1029	19112
511	1030	19100
512	1033	19116
513	1035	19108
514	1036	19097
515	1038	19084
516	1039	19073
517	1041	19066
518	1043	19064
519	1045	19067
520	1047	19057
521	1048	19046
522	1050	19039
523	1052	19030
524	1054	19024
525	1055	19015
526	1057	19009
527	1059	19012
528	1061	19003
529	1062	18992
530	1064	18981
531	1065	18970
532	1067	18959
533	1069	18950
534	1072	18967
535	1073	18959
536	1075	18949
537	1076	18938
538	1078	18928
539	1080	18920
540	1081	18910
541	1084	18918
542	1085	18908
543	1087	18899
544	1088	18889
545	1090	18886
546	1092	18875
547	1093	18866
548	1096	18881
549	1101	18917
550	1103	18921
551	1105	18919
552	1107	18917
553	1109	18912
554	1110	18902
555	1112	18892
556	1113	18882
557	1115	18881
558	1117	18872
559	1119	18864
560	1121	18868
561	1122	18858
562	1124	18849
563	1126	18843
564	1127	18833
565	1129	18823
566	1130	18813
567	1133	18822
568	1135	18820
569	1137	18811
570	1138	18802
571	1140	18792
572	1141	18788
573	1145	18803
574	1147	18803
575	1148	18796
576	1150	18793
577	1152	18786
578	1154	18779
579	1156	18787
580	1160	18806
581	1162	18806
582	1164	18805
583	1165	18798
584	1167	18790
585	1170	18801
586	1173	18816
587	1176	18826
588	1177	18819
589	1179	18809
590	1182	18833
591	1184	18828
592	1186	18819
593	1187	18810
594	1190	18810
595	1192	18810
596	1196	18838
597	1200	18877
598	1202	18873
599	1204	18863
600	1208	18900
601	1212	18923
602	1214	18923
603	1216	18921
604	1220	18956
605	1222	18957
606	1228	19003
607	1232	19041
608	1234	19039
609	1237	19049
610	1243	19111
611	1247	19133
612	1249	19132
613	1254	19177
614	1257	19194
615	1260	19199
616	1262	19195
617	1265	19207
618	1273	19296
619	1278	19339
620	1283	19383
621	1292	19494
622	1295	19496
623	1299	19522
624	1303	19550
625	1305	19550
626	1309	19576
627	1311	19574
628	1316	19610
629	1319	19621
630	1321	19622
631	1323	19615
632	1327	19650
633	1330	19650
634	1333	19662
635	1335	19657
636	1336	19647
637	1339	19650
638	1341	19649
639	1343	19646
640	1345	19644
641	1346	19633
642	1348	19627
643	1350	19625
644	1354	19652
645	1356	19644
646	1358	19634
647	1360	19628
648	1361	19619
649	1364	19623
650	1365	19613
651	1367	19612
652	1369	19602
653	1371	19593
654	1372	19586
655	1374	19577
656	1376	19577
657	1378	19575
658	1380	19570
659	1384	19586
660	1385	19578
661	1387	19570
662	1390	19575
663	1391	19569
664	1393	19567
665	1395	19562
666	1397	19559
667	1401	19583
668	1405	19600
669	1407	19598
670	1410	19614
671	1414	19640
672	1416	19637
673	1419	19638
674	1421	19641
675	1424	19653
676	1427	19662
677	1430	19673
678	1432	19669
679	1434	19664
680	1440	19709
681	1442	19708
682	1444	19702
683	1447	19718
684	1453	19759
685	1456	19776
686	1458	19768
687	1460	19764
688	1463	19776
689	1465	19776
690	1467	19769
691	1469	19760
692	1470	19750
693	1472	19741
694	1475	19751
695	1476	19741
696	1478	19731
697	1479	19720
698	1481	19710
699	1483	19707
700	1485	19705
701	1488	19719
702	1490	19709
703	1491	19700
704	1493	19692
705	1495	19683
706	1496	19674
707	1498	19666
708	1501	19679
709	1504	19680
710	1505	19674
711	1513	19747
712	1518	19772
713	1519	19768
714	1522	19765
715	1523	19757
716	1526	19762
717	1528	19759
718	1530	19749
719	1532	19756
720	1536	19779
721	1544	19852
722	1552	19916
723	1557	19949
724	1560	19957
725	1563	19970
726	1568	20006
727	1570	20002
728	1574	20028
729	1576	20020
730	1578	20013
731	1580	20006
732	1581	19998
733	1583	19990
734	1586	19997
735	1588	19995
736	1590	19986
737	1591	19978
738	1593	19970
739	1597	19991
740	1599	19987
741	1601	19988
742	1604	19985
743	1606	19982
744	1609	19992
745	1611	19992
746	1613	19989
747	1615	19985
748	1617	19975
749	1618	19965
750	1620	19962
751	1623	19969
752	1626	19968
753	1628	19972
754	1630	19963
755	1632	19963
756	1634	19957
757	1636	19956
758	1639	19962
759	1641	19957
760	1643	19948
761	1644	19941
762	1646	19933
763	1649	19941
764	1652	19946
765	1653	19937
766	1655	19931
767	1657	19926
768	1661	19944
769	1663	19935
770	1665	19931
771	1667	19929
772	1669	19923
773	1670	19914
774	1673	19921
775	1675	19920
776	1677	19915
777	1679	19906
778	1680	19897
779	1682	19889
780	1685	19896
781	1689	19918
782	1691	19909
783	1692	19900
784	1694	19891
785	1697	19897
786	1699	19898
787	1701	19893
788	1703	19892
789	1705	19886
790	1708	19891
791	1710	19890
792	1713	19895
793	1715	19886
794	1717	19881
795	1718	19873
796	1721	19872
797	1723	19877
798	1725	19873
799	1728	19873
800	1729	19867
801	1733	19879
802	1735	19873
803	1737	19867
804	1738	19859
805	1740	19856
806	1742	19855
807	1746	19866
808	1748	19865
809	1750	19861
810	1752	19854
811	1753	19845
812	1756	19849
813	1759	19850
814	1761	19852
815	1763	19843
816	1765	19840
817	1768	19854
818	1770	19849
819	1772	19843
820	1774	19836
821	1776	19835
822	1779	19839
823	1783	19866
824	1786	19869
825	1789	19875
826	1794	19900
827	1796	19900
828	1798	19898
829	1800	19893
830	1802	19891
831	1806	19902
832	1808	19900
833	1810	19894
834	1812	19891
835	1814	19889
836	1816	19883
837	1823	19940
838	1825	19936
839	1827	19932
840	1835	19993
841	1838	19992
842	1840	19992
843	1845	20020
844	1847	20020
845	1850	20019
846	1852	20022
847	1855	20028
848	1857	20024
849	1860	20022
850	1862	20021
851	1864	20016
852	1866	20011
853	1869	20022
854	1873	20034
855	1876	20047
856	1881	20077
857	1884	20077
858	1886	20070
859	1887	20061
860	1891	20081
861	1895	20095
862	1897	20094
863	1902	20119
864	1907	20141
865	1910	20145
866	1912	20141
867	1914	20138
868	1916	20139
869	1920	20149
870	1922	20147
871	1924	20143
872	1926	20140
873	1928	20137
874	1931	20142
875	1933	20140
876	1937	20153
877	1939	20154
878	1942	20157
879	1945	20157
880	1947	20157
881	1951	20170
882	1953	20166
883	1957	20183
884	1959	20181
885	1971	20277
886	1975	20300
887	1978	20302
888	1982	20315
889	1984	20315
890	1986	20312
891	1989	20309
892	1994	20336
893	1996	20336
894	1998	20333
895	2000	20330
896	2003	20329
897	2007	20352
898	2010	20348
899	2013	20354
900	2014	20347
901	2019	20370
902	2023	20381
903	2026	20395
904	2028	20390
905	2033	20411
906	2035	20407
907	2037	20402
908	2040	20410
909	2044	20426
910	2046	20419
911	2049	20418
912	2050	20411
913	2052	20407
914	2056	20420
915	2060	20433
916	2062	20431
917	2064	20427
918	2068	20437
919	2070	20431
920	2072	20428
921	2075	20430
922	2077	20430
923	2080	20433
924	2084	20454
925	2087	20453
926	2089	20453
927	2094	20475
928	2097	20480
929	2099	20478
930	2105	20509
931	2108	20517
932	2110	20513
933	2112	20507
934	2117	20531
935	2120	20534
936	2122	20533
937	2125	20537
938	2130	20554
939	2132	20549
940	2133	20542
941	2135	20538
942	2137	20532
943	2141	20542
944	2143	20538
945	2145	20534
946	2147	20531
947	2150	20536
948	2154	20548
949	2156	20541
950	2158	20539
951	2160	20529
952	2162	20525
953	2163	20515
954	2167	20525
955	2168	20517
956	2170	20509
957	2171	20500
958	2173	20492
959	2175	20484
960	2179	20498
961	2181	20492
962	2182	20483
963	2184	20474
964	2186	20469
965	2187	20461
966	2190	20465
967	2192	20460
968	2195	20464
969	2198	20463
970	2200	20458
971	2203	20465
972	2205	20462
973	2207	20454
974	2208	20445
975	2210	20438
976	2212	20432
977	2215	20440
978	2217	20431
979	2218	20423
980	2220	20415
981	2222	20414
982	2226	20420
983	2228	20418
984	2230	20410
985	2231	20404
986	2233	20397
987	2235	20389
988	2236	20380
989	2239	20385
990	2242	20385
991	2244	20378
992	2245	20369
993	2247	20361
994	2249	20358
995	2254	20382
996	2256	20376
997	2258	20369
998	2260	20363
999	2261	20357
1000	2265	20363
1001	2267	20360
1002	2269	20355
1003	2271	20349
1004	2273	20345
1005	2274	20337
1006	2278	20346
1007	2280	20344
1008	2282	20341
1009	2284	20334
1010	2286	20325
1011	2289	20333
1012	2291	20330
1013	2294	20333
1014	2296	20327
1015	2298	20325
1016	2301	20331
1017	2305	20345
1018	2309	20355
1019	2312	20358
1020	2328	20476
1021	2357	20714
1022	2361	20719
1023	2366	20744
1024	2370	20758
1025	2372	20754
1026	2376	20763
1027	2382	20790
1028	2385	20796
1029	2389	20807
1030	2393	20822
1031	2396	20826
1032	2398	20820
1033	2400	20818
1034	2404	20828
1035	2408	20837
1036	2411	20839
1037	2413	20840
1038	2418	20857
1039	2421	20859
1040	2423	20857
1041	2425	20853
1042	2427	20846
1043	2432	20870
1044	2435	20871
1045	2437	20867
1046	2439	20864
1047	2445	20889
1048	2447	20886
1049	2450	20891
1050	2453	20887
1051	2457	20903
1052	2460	20908
1053	2462	20903
1054	2465	20906
1055	2471	20934
1056	2474	20933
1057	2476	20929
1058	2480	20944
1059	2483	20944
1060	2486	20945
1061	2488	20943
1062	2490	20941
1063	2494	20949
1064	2497	20952
1065	2501	20962
1066	2504	20964
1067	2507	20970
1068	2509	20967
1069	2511	20962
1070	2513	20956
1071	2518	20978
1072	2521	20975
1073	2523	20973
1074	2527	20980
1075	2532	20999
1076	2534	20998
1077	2536	20993
1078	2538	20989
1079	2542	21002
1080	2546	21013
1081	2548	21006
1082	2550	20999
1083	2552	20992
1084	2557	21011
1085	2559	21008
1086	2561	21005
1087	2564	21003
1088	2567	21010
1089	2571	21018
1090	2573	21019
1091	2575	21012
1092	2577	21004
1093	2582	21020
1094	2584	21018
1095	2586	21014
1096	2588	21011
1097	2593	21025
1098	2596	21031
1099	2600	21041
1100	2605	21058
1101	2608	21059
1102	2610	21058
1103	2613	21059
1104	2618	21082
1105	2621	21084
1106	2624	21079
1107	2625	21072
1108	2631	21093
1109	2635	21109
1110	2638	21112
1111	2641	21115
1112	2644	21114
1113	2646	21111
1114	2648	21103
1115	2650	21101
1116	2652	21094
1117	2655	21098
1118	2658	21096
1119	2660	21097
1120	2662	21089
1121	2664	21081
1122	2667	21088
1123	2669	21082
1124	2671	21074
1125	2672	21065
1126	2674	21057
1127	2676	21048
1128	2679	21053
1129	2681	21046
1130	2682	21039
1131	2684	21033
1132	2686	21025
1133	2688	21017
1134	2690	21010
1135	2692	21012
1136	2694	21005
1137	2696	20997
1138	2697	20988
1139	2699	20979
1140	2701	20974
1141	2705	20984
1142	2706	20975
1143	2708	20967
1144	2710	20958
1145	2713	20962
1146	2717	20973
1147	2720	20974
1148	2722	20973
1149	2725	20973
1150	2727	20968
1151	2730	20969
1152	2732	20966
1153	2734	20961
1154	2736	20952
1155	2737	20943
1156	2740	20944
1157	2742	20937
1158	2743	20931
1159	2745	20923
1160	2747	20914
1161	2749	20909
1162	2750	20901
1163	2753	20902
1164	2755	20895
1165	2757	20890
1166	2759	20887
1167	2761	20878
1168	2762	20870
1169	2765	20872
1170	2767	20866
1171	2769	20859
1172	2770	20851
1173	2772	20843
1174	2774	20839
1175	2778	20846
1176	2780	20843
1177	2782	20835
1178	2784	20831
1179	2787	20832
1180	2790	20835
1181	2792	20832
1182	2794	20825
1183	2796	20819
1184	2797	20811
1185	2799	20803
1186	2800	20795
1187	2803	20798
1188	2807	20804
1189	2809	20797
1190	2811	20793
1191	2816	20814
1192	2818	20809
1193	2820	20804
1194	2823	20802
1195	2825	20798
1196	2829	20808
1197	2831	20803
1198	2834	20807
1199	2836	20799
1200	2838	20792
1201	2841	20800
1202	2843	20796
1203	2845	20791
1204	2849	20796
1205	2851	20793
1206	2855	20805
1207	2858	20801
1208	2860	20799
1209	2863	20802
1210	2867	20811
1211	2869	20807
1212	2872	20805
1213	2874	20800
1214	2879	20821
1215	2881	20818
1216	2884	20814
1217	2885	20808
1218	2887	20802
1219	2893	20826
1220	2895	20822
1221	2898	20817
1222	2900	20813
1223	2903	20818
1224	2905	20816
1225	2908	20813
1226	2910	20810
1227	2912	20802
1228	2914	20799
1229	2917	20801
1230	2919	20797
1231	2921	20792
1232	2924	20793
1233	2928	20801
1234	2931	20806
1235	2936	20821
1236	2941	20835
1237	2942	20828
1238	2945	20826
1239	2947	20821
1240	2949	20817
1241	2953	20825
1242	2955	20822
1243	2957	20814
1244	2958	20806
1245	2960	20802
1246	2963	20799
1247	2965	20794
1248	2967	20794
1249	2970	20793
1250	2972	20790
1251	2976	20796
1252	2978	20793
1253	2980	20787
1254	2982	20780
1255	2984	20774
1256	2988	20785
1257	2990	20784
1258	2993	20779
1259	2995	20776
1260	2997	20771
1261	3001	20780
1262	3003	20778
1263	3005	20771
1264	3007	20765
1265	3009	20759
1266	3014	20774
1267	3015	20767
1268	3017	20761
1269	3019	20754
1270	3021	20748
1271	3024	20756
1272	3026	20748
1273	3029	20750
1274	3032	20748
1275	3034	20749
1276	3036	20742
1277	3038	20735
1278	3040	20728
1279	3041	20723
1280	3043	20717
1281	3047	20721
1282	3048	20714
1283	3050	20710
1284	3052	20705
1285	3054	20699
1286	3056	20692
1287	3060	20697
1288	3062	20694
1289	3063	20687
1290	3065	20681
1291	3068	20681
1292	3073	20696
1293	3075	20693
1294	3077	20686
1295	3079	20679
1296	3080	20673
1297	3082	20668
1298	3086	20673
1299	3088	20666
1300	3089	20658
1301	3091	20650
1302	3093	20644
1303	3094	20638
1304	3097	20639
1305	3099	20632
1306	3101	20627
1307	3103	20620
1308	3104	20615
1309	3106	20608
1310	3109	20608
1311	3111	20602
1312	3112	20595
1313	3114	20591
1314	3116	20583
1315	3118	20575
1316	3119	20568
1317	3123	20572
1318	3125	20569
1319	3127	20567
1320	3129	20562
1321	3131	20556
1322	3137	20579
1323	3140	20578
1324	3142	20575
1325	3145	20573
1326	3150	20591
1327	3153	20591
1328	3155	20587
1329	3159	20595
1330	3163	20606
1331	3166	20604
1332	3168	20604
1333	3174	20624
1334	3177	20621
1335	3180	20624
1336	3182	20621
1337	3188	20639
1338	3190	20636
1339	3193	20636
1340	3199	20656
1341	3201	20656
1342	3203	20650
1343	3205	20647
1344	3210	20658
1345	3212	20653
1346	3214	20651
1347	3218	20655
1348	3223	20669
1349	3225	20665
1350	3228	20665
1351	3233	20684
1352	3236	20686
1353	3238	20680
1354	3240	20674
1355	3243	20674
1356	3248	20693
1357	3251	20689
1358	3253	20685
1359	3260	20712
1360	3263	20715
1361	3265	20711
1362	3267	20708
1363	3274	20729
1364	3276	20727
1365	3278	20721
1366	3281	20720
1367	3286	20740
1368	3289	20737
1369	3292	20742
1370	3294	20737
1371	3299	20747
1372	3302	20750
1373	3304	20746
1374	3306	20742
1375	3312	20763
1376	3315	20761
1377	3317	20757
1378	3319	20753
1379	3324	20764
1380	3326	20760
1381	3328	20757
1382	3330	20750
1383	3332	20744
1384	3335	20748
1385	3337	20744
1386	3340	20745
1387	3342	20739
1388	3344	20732
1389	3349	20746
1390	3351	20741
1391	3353	20739
1392	3355	20732
1393	3357	20726
1394	3360	20729
1395	3362	20723
1396	3364	20716
1397	3365	20709
1398	3367	20704
1399	3369	20698
1400	3372	20697
1401	3374	20691
1402	3376	20687
1403	3377	20679
1404	3379	20672
1405	3380	20665
1406	3382	20657
1407	3385	20656
1408	3387	20654
1409	3389	20649
1410	3391	20642
1411	3392	20635
1412	3394	20628
1413	3397	20630
1414	3399	20623
1415	3400	20617
1416	3402	20609
1417	3404	20602
1418	3406	20599
1419	3409	20602
1420	3411	20598
1421	3414	20595
1422	3416	20592
1423	3418	20587
1424	3422	20595
1425	3425	20596
1426	3427	20588
1427	3428	20582
1428	3430	20577
1429	3434	20583
1430	3440	20604
1431	3444	20610
1432	3452	20642
1433	3455	20644
1434	3463	20669
1435	3464	20663
1436	3466	20658
1437	3468	20651
1438	3470	20644
1439	3474	20651
1440	3475	20643
1441	3477	20636
1442	3479	20634
1443	3481	20630
1444	3484	20632
1445	3486	20627
1446	3488	20621
1447	3490	20615
1448	3492	20607
1449	3493	20600
1450	3495	20592
1451	3498	20594
1452	3500	20591
1453	3502	20584
1454	3503	20576
1455	3505	20569
1456	3506	20561
1457	3510	20566
1458	3512	20563
1459	3514	20556
1460	3516	20551
1461	3518	20546
1462	3520	20540
1463	3523	20546
1464	3526	20542
1465	3527	20537
1466	3529	20530
1467	3531	20527
1468	3535	20530
1469	3537	20527
1470	3539	20522
1471	3541	20520
1472	3543	20513
1473	3547	20521
1474	3549	20516
1475	3551	20511
1476	3553	20507
1477	3555	20502
1478	3557	20497
1479	3561	20504
1480	3564	20502
1481	3566	20498
1482	3568	20492
1483	3570	20487
1484	3574	20498
1485	3576	20492
1486	3578	20486
1487	3580	20481
1488	3582	20475
1489	3586	20484
1490	3588	20478
1491	3589	20470
1492	3591	20465
1493	3595	20468
1494	3599	20474
1495	3600	20469
1496	3602	20464
1497	3605	20461
1498	3606	20454
1499	3610	20457
1500	3613	20459
1501	3615	20454
1502	3617	20451
1503	3619	20444
1504	3622	20448
1505	3624	20443
1506	3626	20436
1507	3628	20430
1508	3629	20425
1509	3631	20417
1510	3634	20418
1511	3636	20414
1512	3639	20413
1513	3641	20411
1514	3643	20406
1515	3646	20406
1516	3648	20403
1517	3650	20396
1518	3651	20389
1519	3656	20396
1520	3659	20398
1521	3660	20392
1522	3662	20386
1523	3664	20379
1524	3666	20375
1525	3668	20369
1526	3670	20364
1527	3672	20361
1528	3673	20353
1529	3675	20348
1530	3677	20342
1531	3679	20335
1532	3680	20329
1533	3683	20327
1534	3685	20323
1535	3687	20318
1536	3689	20313
1537	3690	20306
1538	3692	20301
1539	3696	20306
1540	3698	20302
1541	3700	20296
1542	3702	20290
1543	3703	20284
1544	3705	20279
1545	3707	20273
1546	3709	20270
1547	3711	20263
1548	3713	20258
1549	3714	20251
1550	3716	20245
1551	3718	20240
1552	3721	20243
1553	3723	20237
1554	3725	20231
1555	3726	20224
1556	3729	20222
1557	3733	20232
1558	3735	20226
1559	3737	20218
1560	3738	20212
1561	3740	20206
1562	3742	20200
1563	3743	20193
1564	3746	20192
1565	3748	20186
1566	3749	20180
1567	3751	20174
1568	3753	20167
1569	3754	20160
1570	3756	20153
1571	3759	20156
1572	3761	20153
1573	3764	20151
1574	3766	20147
1575	3768	20142
1576	3771	20144
1577	3773	20139
1578	3775	20133
1579	3776	20126
1580	3778	20122
1581	3780	20117
1582	3783	20115
1583	3784	20109
1584	3786	20103
1585	3788	20098
1586	3790	20092
1587	3791	20085
1588	3793	20078
1589	3796	20079
1590	3797	20073
1591	3799	20066
1592	3801	20060
1593	3802	20053
1594	3804	20046
1595	3805	20040
1596	3808	20041
1597	3810	20036
1598	3812	20030
1599	3814	20024
1600	3816	20019
1601	3817	20014
1602	3819	20008
1603	3821	20004
1604	3824	20001
1605	3826	19998
1606	3827	19992
1607	3829	19987
1608	3833	19993
1609	3836	19992
1610	3838	19986
1611	3840	19981
1612	3842	19979
1613	3847	19991
1614	3849	19986
1615	3852	19984
1616	3855	19987
1617	3859	19993
1618	3861	19990
1619	3863	19987
1620	3867	19990
1621	3869	19986
1622	3873	19994
1623	3875	19988
1624	3877	19982
1625	3880	19984
1626	3884	19990
1627	3887	19990
1628	3895	20017
1629	3898	20017
1630	3901	20017
1631	3905	20024
1632	3908	20024
1633	3910	20019
1634	3911	20013
1635	3913	20007
1636	3917	20013
1637	3919	20007
1638	3920	20001
1639	3922	19995
1640	3925	19994
1641	3926	19988
1642	3929	19989
1643	3932	19985
1644	3934	19982
1645	3936	19977
1646	3939	19977
1647	3942	19980
1648	3945	19979
1649	3948	19982
1650	3977	20114
1651	3986	20143
1652	3998	20188
1653	4001	20192
1654	4007	20205
1655	4010	20208
1656	4015	20218
1657	4023	20244
1658	4027	20247
1659	4030	20249
1660	4034	20256
1661	4064	20390
1662	4068	20394
1663	4074	20412
1664	4076	20408
1665	4080	20411
1666	4084	20417
1667	4089	20429
1668	4094	20436
1669	4101	20457
1670	4105	20464
1671	4109	20471
1672	4112	20469
1673	4114	20463
1674	4118	20469
1675	4120	20463
1676	4123	20463
1677	4125	20458
1678	4127	20456
1679	4129	20449
1680	4130	20439
1681	4131	20433
1682	4134	20431
1683	4136	20428
1684	4138	20422
1685	4140	20415
1686	4142	20410
1687	4143	20404
1688	4147	20409
1689	4149	20404
1690	4151	20398
1691	4153	20392
1692	4154	20386
1693	4157	20382
1694	4159	20382
1695	4161	20375
1696	4163	20370
1697	4165	20363
1698	4166	20358
1699	4168	20351
1700	4169	20344
1701	4173	20347
1702	4175	20342
1703	4177	20336
1704	4178	20329
1705	4180	20323
1706	4182	20318
1707	4185	20319
1708	4187	20314
1709	4188	20307
1710	4190	20300
1711	4192	20295
1712	4193	20288
1713	4197	20293
1714	4199	20287
1715	4202	20285
1716	4203	20280
