iter	Passed	Remaining
1717	4205	20273
1718	4207	20267
1719	4210	20270
1720	4212	20266
1721	4214	20259
1722	4216	20253
1723	4218	20248
1724	4219	20243
1725	4222	20242
1726	4224	20237
1727	4226	20233
1728	4228	20226
1729	4230	20222
1730	4231	20215
1731	4235	20216
1732	4236	20210
1733	4239	20208
1734	4242	20207
1735	4243	20202
1736	4248	20211
1737	4251	20209
1738	4252	20203
1739	4255	20199
1740	4259	20208
1741	4261	20203
1742	4264	20199
1743	4265	20194
1744	4267	20189
1745	4269	20183
1746	4272	20183
1747	4274	20177
1748	4275	20171
1749	4277	20164
1750	4279	20158
1751	4280	20153
1752	4282	20148
1753	4285	20146
1754	4287	20140
1755	4288	20133
1756	4289	20126
1757	4291	20120
1758	4293	20113
1759	4297	20118
1760	4299	20113
1761	4300	20107
1762	4302	20100
1763	4304	20095
1764	4305	20088
1765	4307	20082
1766	4310	20082
1767	4312	20081
1768	4314	20076
1769	4316	20069
1770	4317	20062
1771	4319	20056
1772	4322	20057
1773	4324	20051
1774	4325	20044
1775	4327	20040
1776	4329	20034
1777	4331	20028
1778	4334	20028
1779	4335	20021
1780	4337	20015
1781	4338	20009
1782	4340	20002
1783	4342	19998
1784	4344	19992
1785	4346	19991
1786	4348	19984
1787	4350	19980
1788	4352	19976
1789	4354	19971
1790	4356	19966
1791	4360	19971
1792	4362	19966
1793	4364	19965
1794	4367	19964
1795	4369	19960
1796	4371	19956
1797	4373	19950
1798	4374	19943
1799	4376	19937
1800	4378	19932
1801	4380	19926
1802	4383	19928
1803	4385	19922
1804	4386	19916
1805	4388	19912
1806	4390	19905
1807	4391	19899
1808	4394	19900
1809	4396	19894
1810	4398	19889
1811	4400	19883
1812	4402	19878
1813	4403	19872
1814	4406	19871
1815	4408	19866
1816	4409	19860
1817	4411	19856
1818	4414	19855
1819	4420	19868
1820	4422	19864
1821	4424	19861
1822	4429	19868
1823	4431	19865
1824	4436	19871
1825	4438	19867
1826	4440	19862
1827	4442	19858
1828	4446	19866
1829	4448	19860
1830	4450	19855
1831	4452	19850
1832	4453	19844
1833	4457	19848
1834	4459	19843
1835	4461	19840
1836	4464	19836
1837	4465	19830
1838	4469	19836
1839	4471	19830
1840	4473	19824
1841	4475	19820
1842	4476	19813
1843	4480	19819
1844	4484	19820
1845	4487	19820
1846	4490	19822
1847	4493	19822
1848	4495	19817
1849	4497	19814
1850	4499	19809
1851	4501	19804
1852	4503	19798
1853	4506	19799
1854	4510	19806
1855	4512	19800
1856	4514	19796
1857	4520	19809
1858	4522	19805
1859	4524	19800
1860	4526	19796
1861	4528	19790
1862	4530	19786
1863	4531	19780
1864	4533	19774
1865	4535	19771
1866	4537	19765
1867	4539	19760
1868	4540	19754
1869	4543	19751
1870	4545	19747
1871	4546	19741
1872	4548	19735
1873	4550	19729
1874	4551	19723
1875	4553	19717
1876	4555	19712
1877	4556	19706
1878	4558	19700
1879	4559	19695
1880	4561	19689
1881	4563	19684
1882	4565	19678
1883	4567	19678
1884	4571	19682
1885	4576	19687
1886	4577	19682
1887	4582	19690
1888	4585	19688
1889	4586	19682
1890	4589	19680
1891	4596	19695
1892	4597	19691
1893	4599	19684
1894	4602	19686
1895	4606	19688
1896	4608	19683
1897	4610	19681
1898	4612	19675
1899	4613	19669
1900	4623	19697
1901	4625	19694
1902	4627	19689
1903	4635	19711
1904	4640	19718
1905	4643	19719
1906	4645	19716
1907	4648	19715
1908	4651	19713
1909	4653	19709
1910	4658	19720
1911	4661	19716
1912	4662	19712
1913	4665	19708
1914	4667	19704
1915	4671	19708
1916	4673	19704
1917	4675	19700
1918	4677	19695
1919	4678	19690
1920	4684	19699
1921	4686	19698
1922	4688	19692
1923	4690	19687
1924	4692	19683
1925	4696	19689
1926	4698	19684
1927	4700	19679
1928	4702	19675
1929	4704	19671
1930	4706	19667
1931	4708	19662
1932	4710	19659
1933	4713	19657
1934	4715	19653
1935	4719	19656
1936	4721	19655
1937	4724	19652
1938	4726	19647
1939	4727	19641
1940	4732	19648
1941	4734	19645
1942	4736	19640
1943	4738	19636
1944	4740	19632
1945	4743	19633
1946	4745	19629
1947	4747	19625
1948	4749	19620
1949	4751	19615
1950	4755	19617
1951	4758	19617
1952	4760	19613
1953	4761	19608
1954	4763	19602
1955	4767	19604
1956	4769	19600
1957	4771	19596
1958	4772	19590
1959	4774	19587
1960	4778	19590
1961	4780	19585
1962	4782	19582
1963	4785	19578
1964	4786	19573
1965	4788	19569
1966	4792	19570
1967	4794	19568
1968	4796	19565
1969	4798	19561
1970	4800	19556
1971	4805	19562
1972	4807	19558
1973	4810	19557
1974	4812	19552
1975	4814	19548
1976	4817	19548
1977	4819	19545
1978	4822	19544
1979	4824	19540
1980	4828	19547
1981	4832	19550
1982	4834	19546
1983	4836	19542
1984	4840	19544
1985	4842	19542
1986	4845	19539
1987	4847	19535
1988	4849	19531
1989	4853	19535
1990	4855	19530
1991	4857	19526
1992	4860	19529
1993	4865	19535
1994	4867	19532
1995	4870	19529
1996	4871	19523
1997	4873	19518
1998	4875	19513
1999	4879	19518
2000	4882	19516
2001	4883	19510
2002	4885	19505
2003	4887	19501
2004	4891	19504
2005	4893	19500
2006	4895	19495
2007	4897	19491
2008	4899	19488
2009	4903	19490
2010	4904	19485
2011	4907	19484
2012	4909	19479
2013	4911	19475
2014	4914	19476
2015	4916	19472
2016	4919	19470
2017	4921	19466
2018	4923	19461
2019	4925	19456
2020	4928	19458
2021	4930	19454
2022	4932	19450
2023	4935	19448
2024	4936	19442
2025	4940	19443
2026	4942	19440
2027	4944	19437
2028	4946	19433
2029	4948	19428
2030	4951	19428
2031	4954	19427
2032	4956	19423
2033	4958	19418
2034	4960	19414
2035	4962	19409
2036	4966	19414
2037	4968	19410
2038	4970	19408
2039	4973	19404
2040	4974	19399
2041	4978	19401
2042	4980	19396
2043	4982	19392
2044	4983	19387
2045	4985	19380
2046	4986	19374
2047	4990	19376
2048	4994	19378
2049	4995	19373
2050	4997	19367
2051	4999	19363
2052	5002	19363
2053	5004	19360
2054	5006	19355
2055	5009	19356
2056	5011	19352
2057	5014	19350
2058	5017	19352
2059	5019	19347
2060	5021	19343
2061	5023	19338
2062	5026	19339
2063	5028	19334
2064	5030	19329
2065	5031	19323
2066	5034	19320
2067	5036	19316
2068	5039	19317
2069	5041	19312
2070	5042	19307
2071	5044	19303
2072	5046	19298
2073	5048	19292
2074	5051	19292
2075	5053	19290
2076	5055	19286
2077	5057	19280
2078	5058	19274
2079	5060	19268
2080	5063	19270
2081	5066	19268
2082	5068	19263
2083	5070	19258
2084	5071	19253
2085	5073	19248
2086	5076	19248
2087	5078	19244
2088	5080	19238
2089	5081	19233
2090	5083	19228
2091	5085	19223
2092	5088	19224
2093	5090	19219
2094	5092	19215
2095	5094	19211
2096	5096	19205
2097	5097	19200
2098	5101	19203
2099	5103	19199
2100	5105	19194
2101	5107	19189
2102	5109	19185
2103	5110	19179
2104	5114	19181
2105	5116	19176
2106	5117	19171
2107	5119	19166
2108	5121	19161
2109	5123	19156
2110	5126	19157
2111	5129	19156
2112	5130	19151
2113	5132	19145
2114	5133	19139
2115	5135	19134
2116	5139	19138
2117	5141	19132
2118	5142	19127
2119	5144	19121
2120	5146	19116
2121	5148	19112
2122	5151	19113
2123	5153	19108
2124	5155	19104
2125	5157	19099
2126	5158	19094
2127	5160	19089
2128	5163	19090
2129	5165	19086
2130	5167	19082
2131	5169	19076
2132	5170	19070
2133	5172	19065
2134	5175	19064
2135	5177	19061
2136	5179	19056
2137	5180	19051
2138	5183	19049
2139	5186	19051
2140	5188	19045
2141	5190	19040
2142	5191	19035
2143	5193	19030
2144	5195	19027
2145	5198	19024
2146	5200	19021
2147	5203	19019
2148	5205	19017
2149	5207	19013
2150	5209	19008
2151	5212	19007
2152	5213	19003
2153	5215	18998
2154	5217	18992
2155	5219	18988
2156	5220	18982
2157	5222	18977
2158	5225	18978
2159	5227	18972
2160	5228	18967
2161	5230	18961
2162	5232	18956
2163	5233	18951
2164	5235	18946
2165	5237	18943
2166	5240	18941
2167	5242	18938
2168	5244	18933
2169	5245	18928
2170	5247	18924
2171	5250	18922
2172	5251	18917
2173	5253	18912
2174	5255	18908
2175	5257	18902
2176	5259	18900
2177	5262	18899
2178	5264	18894
2179	5265	18888
2180	5267	18884
2181	5269	18881
2182	5271	18876
2183	5274	18875
2184	5276	18870
2185	5277	18866
2186	5279	18860
2187	5281	18856
2188	5282	18851
2189	5284	18846
2190	5287	18846
2191	5289	18842
2192	5291	18837
2193	5293	18832
2194	5294	18827
2195	5296	18823
2196	5299	18822
2197	5301	18818
2198	5303	18813
2199	5304	18807
2200	5306	18802
2201	5308	18797
2202	5309	18793
2203	5312	18791
2204	5314	18786
2205	5315	18781
2206	5317	18776
2207	5319	18770
2208	5320	18765
2209	5322	18760
2210	5324	18759
2211	5326	18754
2212	5328	18748
2213	5329	18743
2214	5331	18738
2215	5333	18734
2216	5336	18732
2217	5337	18727
2218	5339	18723
2219	5341	18718
2220	5343	18714
2221	5344	18709
2222	5346	18705
2223	5349	18703
2224	5350	18698
2225	5352	18693
2226	5354	18688
2227	5356	18683
2228	5357	18678
2229	5359	18674
2230	5361	18671
2231	5363	18667
2232	5365	18662
2233	5366	18656
2234	5368	18651
2235	5370	18648
2236	5373	18647
2237	5375	18642
2238	5376	18636
2239	5378	18631
2240	5380	18627
2241	5381	18623
2242	5385	18624
2243	5387	18620
2244	5389	18618
2245	5391	18613
2246	5393	18609
2247	5395	18605
2248	5398	18605
2249	5401	18606
2250	5404	18604
2251	5406	18600
2252	5409	18602
2253	5412	18598
2254	5413	18594
2255	5415	18588
2256	5417	18584
2257	5418	18579
2258	5420	18573
2259	5423	18573
2260	5424	18568
2261	5426	18564
2262	5428	18559
2263	5430	18554
2264	5431	18549
2265	5433	18544
2266	5436	18544
2267	5438	18539
2268	5439	18534
2269	5441	18529
2270	5442	18524
2271	5444	18519
2272	5446	18516
2273	5448	18511
2274	5450	18506
2275	5451	18500
2276	5453	18496
2277	5455	18492
2278	5457	18488
2279	5459	18486
2280	5461	18482
2281	5463	18478
2282	5465	18473
2283	5466	18469
2284	5468	18463
2285	5471	18464
2286	5473	18461
2287	5475	18455
2288	5477	18450
2289	5478	18445
2290	5480	18440
2291	5481	18435
2292	5484	18435
2293	5486	18430
2294	5488	18425
2295	5489	18421
2296	5491	18416
2297	5493	18411
2298	5495	18407
2299	5498	18408
2300	5501	18407
2301	5503	18402
2302	5504	18397
2303	5506	18392
2304	5509	18391
2305	5510	18386
2306	5512	18381
2307	5514	18376
2308	5515	18372
2309	5517	18368
2310	5519	18363
2311	5521	18361
2312	5523	18357
2313	5525	18352
2314	5526	18347
2315	5529	18344
2316	5530	18339
2317	5533	18338
2318	5535	18334
2319	5537	18330
2320	5538	18325
2321	5540	18320
2322	5542	18315
2323	5543	18310
2324	5546	18310
2325	5548	18307
2326	5550	18302
2327	5552	18298
2328	5553	18292
2329	5555	18287
2330	5558	18286
2331	5560	18282
2332	5561	18277
2333	5563	18272
2334	5565	18268
2335	5566	18264
2336	5568	18259
2337	5571	18257
2338	5573	18254
2339	5575	18252
2340	5577	18247
2341	5579	18243
2342	5580	18238
2343	5583	18238
2344	5585	18233
2345	5587	18229
2346	5590	18228
2347	5629	18347
2348	5636	18357
2349	5637	18353
2350	5649	18380
2351	5651	18375
2352	5652	18371
2353	5654	18367
2354	5656	18361
2355	5657	18356
2356	5659	18352
2357	5662	18351
2358	5664	18346
2359	5665	18341
2360	5667	18336
2361	5668	18331
2362	5670	18326
2363	5673	18325
2364	5675	18321
2365	5676	18316
2366	5678	18311
2367	5680	18306
2368	5682	18302
2369	5683	18298
2370	5686	18297
2371	5688	18292
2372	5690	18288
2373	5691	18283
2374	5693	18278
2375	5694	18273
2376	5696	18268
2377	5699	18268
2378	5701	18264
2379	5703	18259
2380	5704	18254
2381	5706	18249
2382	5708	18245
2383	5711	18244
2384	5712	18240
2385	5714	18235
2386	5716	18230
2387	5718	18227
2388	5719	18222
2389	5721	18218
2390	5723	18214
2391	5725	18210
2392	5727	18206
2393	5728	18201
2394	5730	18196
2395	5732	18191
2396	5733	18187
2397	5736	18184
2398	5738	18180
2399	5739	18175
2400	5741	18170
2401	5742	18164
2402	5744	18159
2403	5748	18162
2404	5750	18159
2405	5752	18155
2406	5753	18151
2407	5755	18146
2408	5757	18141
2409	5759	18140
2410	5761	18136
2411	5763	18131
2412	5765	18127
2413	5766	18122
2414	5768	18117
2415	5770	18112
2416	5773	18114
2417	5775	18110
2418	5778	18108
2419	5779	18104
2420	5781	18099
2421	5784	18100
2422	5786	18095
2423	5788	18091
2424	5789	18086
2425	5793	18086
2426	5795	18082
2427	5797	18080
2428	5800	18081
2429	5803	18078
2430	5804	18073
2431	5806	18068
2432	5808	18064
2433	5811	18063
2434	5812	18058
2435	5814	18053
2436	5816	18049
2437	5817	18044
2438	5819	18040
2439	5822	18040
2440	5824	18035
2441	5825	18030
2442	5827	18025
2443	5828	18021
2444	5831	18018
2445	5832	18013
2446	5835	18011
2447	5837	18007
2448	5838	18002
2449	5840	17997
2450	5841	17993
2451	5843	17988
2452	5845	17983
2453	5848	17983
2454	5849	17978
2455	5851	17973
2456	5853	17968
2457	5854	17963
2458	5856	17958
2459	5857	17954
2460	5860	17951
2461	5861	17947
2462	5863	17942
2463	5865	17938
2464	5866	17933
2465	5868	17928
2466	5869	17923
2467	5872	17923
2468	5874	17918
2469	5876	17914
2470	5877	17909
2471	5879	17904
2472	5880	17899
2473	5882	17895
2474	5885	17894
2475	5887	17890
2476	5889	17886
2477	5890	17881
2478	5892	17876
2479	5894	17873
2480	5896	17871
2481	5898	17867
2482	5900	17863
2483	5902	17858
2484	5904	17855
2485	5905	17851
2486	5909	17850
2487	5910	17846
2488	5912	17841
2489	5914	17837
2490	5915	17832
2491	5917	17827
2492	5918	17823
2493	5921	17822
2494	5923	17818
2495	5925	17814
2496	5926	17809
2497	5928	17804
2498	5930	17799
2499	5931	17795
2500	5934	17794
2501	5936	17790
2502	5938	17785
2503	5939	17781
2504	5941	17777
2505	5943	17773
2506	5945	17769
2507	5947	17765
2508	5948	17761
2509	5950	17757
2510	5952	17753
2511	5954	17749
2512	5955	17744
2513	5958	17743
2514	5960	17739
2515	5962	17735
2516	5963	17730
2517	5965	17726
2518	5968	17725
2519	5971	17724
2520	5972	17719
2521	5974	17714
2522	5975	17709
2523	5977	17705
2524	5979	17701
2525	5984	17707
2526	5988	17708
2527	5990	17706
2528	5992	17701
2529	5996	17705
2530	5998	17701
2531	5999	17696
2532	6001	17691
2533	6002	17686
2534	6004	17681
2535	6007	17680
2536	6009	17676
2537	6010	17671
2538	6012	17667
2539	6014	17663
2540	6016	17660
2541	6017	17655
2542	6020	17654
2543	6022	17649
2544	6023	17645
2545	6025	17641
2546	6027	17637
2547	6028	17632
2548	6030	17627
2549	6033	17626
2550	6034	17621
2551	6036	17617
2552	6037	17612
2553	6039	17607
2554	6041	17602
2555	6042	17598
2556	6045	17596
2557	6046	17592
2558	6048	17587
2559	6049	17580
2560	6051	17576
2561	6052	17572
2562	6054	17567
2563	6057	17567
2564	6059	17563
2565	6060	17558
2566	6062	17554
2567	6063	17549
2568	6065	17544
2569	6066	17539
2570	6069	17538
2571	6071	17534
2572	6073	17530
2573	6074	17525
2574	6076	17520
2575	6077	17516
2576	6079	17512
2577	6082	17511
2578	6084	17507
2579	6085	17502
2580	6087	17498
2581	6089	17494
2582	6091	17490
2583	6092	17485
2584	6095	17484
2585	6097	17480
2586	6099	17477
2587	6101	17473
2588	6102	17468
2589	6104	17464
2590	6107	17463
2591	6109	17460
2592	6110	17455
2593	6112	17451
2594	6114	17446
2595	6115	17442
2596	6117	17439
2597	6120	17437
2598	6121	17432
2599	6123	17427
2600	6125	17423
2601	6127	17420
2602	6128	17416
2603	6130	17412
2604	6132	17409
2605	6134	17405
2606	6136	17400
2607	6137	17396
2608	6139	17391
2609	6140	17387
2610	6142	17383
2611	6145	17382
2612	6146	17377
2613	6148	17372
2614	6150	17369
2615	6151	17364
2616	6153	17360
2617	6157	17361
2618	6159	17357
2619	6160	17353
2620	6162	17348
2621	6163	17344
2622	6165	17340
2623	6167	17335
2624	6169	17333
2625	6172	17333
2626	6174	17329
2627	6176	17325
2628	6178	17322
2629	6182	17324
2630	6184	17322
2631	6186	17318
2632	6188	17314
2633	6189	17309
2634	6191	17305
2635	6194	17304
2636	6195	17300
2637	6197	17295
2638	6199	17291
2639	6201	17287
2640	6202	17283
2641	6204	17280
2642	6206	17277
2643	6208	17273
2644	6210	17269
2645	6212	17265
2646	6213	17260
2647	6215	17255
2648	6218	17255
2649	6219	17251
2650	6221	17247
2651	6223	17242
2652	6224	17238
2653	6226	17233
2654	6228	17230
2655	6230	17228
2656	6232	17224
2657	6234	17220
2658	6235	17215
2659	6237	17211
2660	6239	17207
2661	6240	17202
2662	6243	17202
2663	6245	17198
2664	6247	17194
2665	6249	17190
2666	6250	17186
2667	6252	17182
2668	6255	17182
2669	6257	17179
2670	6259	17175
2671	6261	17171
2672	6262	17166
2673	6264	17162
2674	6266	17158
2675	6268	17156
2676	6270	17152
2677	6272	17149
2678	6274	17146
2679	6276	17142
2680	6277	17138
2681	6280	17137
2682	6283	17137
2683	6285	17134
2684	6287	17129
2685	6289	17125
2686	6292	17126
2687	6295	17125
2688	6299	17128
2689	6301	17124
2690	6304	17123
2691	6306	17120
2692	6308	17115
2693	6309	17111
2694	6311	17107
2695	6313	17103
2696	6314	17099
2697	6317	17098
2698	6319	17093
2699	6320	17090
2700	6322	17085
2701	6324	17081
2702	6325	17077
2703	6327	17072
2704	6330	17072
2705	6332	17068
2706	6333	17063
2707	6335	17059
2708	6336	17054
2709	6338	17050
2710	6341	17050
2711	6343	17046
2712	6344	17041
2713	6346	17037
2714	6348	17033
2715	6349	17029
2716	6351	17024
2717	6353	17022
2718	6355	17017
2719	6357	17015
2720	6360	17014
2721	6362	17010
2722	6363	17006
2723	6367	17007
2724	6368	17002
2725	6370	16999
2726	6372	16995
2727	6374	16992
2728	6378	16994
2729	6382	16997
2730	6385	16996
2731	6388	16995
2732	6391	16994
2733	6393	16990
2734	6394	16986
2735	6396	16982
2736	6398	16978
2737	6399	16974
2738	6401	16970
2739	6405	16970
2740	6406	16967
2741	6408	16962
2742	6409	16958
2743	6411	16954
2744	6413	16949
2745	6415	16946
2746	6417	16944
2747	6418	16939
2748	6420	16935
2749	6422	16931
2750	6423	16926
2751	6425	16922
2752	6426	16918
2753	6429	16917
2754	6432	16914
2755	6433	16911
2756	6435	16907
2757	6437	16902
2758	6438	16897
2759	6441	16897
2760	6443	16893
2761	6444	16889
2762	6446	16884
2763	6448	16880
2764	6449	16876
2765	6451	16872
2766	6454	16871
2767	6455	16867
2768	6457	16862
2769	6459	16859
2770	6461	16856
2771	6462	16851
2772	6464	16848
2773	6467	16845
2774	6469	16842
2775	6471	16839
2776	6472	16835
2777	6474	16831
2778	6476	16827
2779	6479	16829
2780	6482	16826
2781	6483	16822
2782	6485	16817
2783	6486	16813
2784	6488	16809
2785	6492	16810
2786	6493	16806
2787	6495	16802
2788	6497	16798
2789	6499	16795
2790	6500	16791
2791	6503	16789
2792	6505	16786
2793	6507	16782
2794	6508	16777
2795	6510	16773
2796	6511	16769
2797	6513	16765
2798	6516	16764
2799	6518	16761
2800	6519	16756
2801	6521	16752
2802	6523	16748
2803	6524	16744
2804	6526	16741
2805	6528	16737
2806	6530	16733
2807	6531	16728
2808	6533	16725
2809	6534	16721
2810	6536	16716
2811	6538	16712
2812	6540	16710
2813	6542	16706
2814	6543	16702
2815	6545	16698
2816	6547	16695
2817	6549	16692
2818	6552	16692
2819	6554	16688
2820	6556	16684
2821	6557	16679
2822	6559	16675
2823	6561	16672
2824	6565	16674
2825	6567	16673
2826	6570	16672
2827	6573	16670
2828	6574	16666
2829	6578	16666
2830	6580	16664
2831	6582	16660
2832	6584	16656
2833	6585	16652
2834	6587	16648
2835	6590	16649
2836	6592	16645
2837	6594	16640
2838	6595	16636
2839	6596	16631
2840	6598	16628
2841	6600	16625
2842	6603	16622
2843	6604	16618
2844	6606	16614
2845	6608	16610
2846	6609	16607
2847	6611	16602
2848	6613	16599
2849	6615	16597
2850	6617	16593
2851	6619	16590
2852	6621	16586
2853	6622	16581
2854	6624	16577
2855	6625	16573
2856	6628	16571
2857	6629	16567
2858	6631	16562
2859	6632	16558
2860	6634	16555
2861	6636	16551
2862	6639	16550
2863	6641	16547
2864	6642	16542
2865	6644	16539
2866	6646	16536
2867	6648	16532
2868	6650	16528
2869	6651	16525
2870	6653	16521
2871	6655	16517
2872	6656	16513
2873	6658	16509
2874	6659	16505
2875	6661	16500
2876	6663	16498
2877	6665	16494
2878	6666	16490
2879	6668	16486
2880	6670	16482
2881	6671	16478
2882	6675	16478
2883	6677	16476
2884	6680	16474
2885	6682	16472
2886	6684	16468
2887	6686	16467
2888	6688	16463
2889	6690	16459
2890	6692	16455
2891	6693	16451
2892	6695	16448
2893	6696	16443
2894	6700	16443
2895	6701	16439
2896	6703	16435
2897	6704	16431
2898	6706	16427
2899	6708	16423
2900	6711	16424
2901	6713	16420
2902	6715	16416
2903	6716	16412
2904	6718	16408
2905	6720	16405
2906	6722	16401
2907	6725	16401
2908	6727	16399
2909	6729	16395
2910	6730	16391
2911	6732	16387
2912	6733	16383
2913	6739	16388
2914	6741	16385
2915	6743	16381
2916	6744	16377
2917	6746	16373
2918	6749	16372
2919	6751	16370
2920	6753	16367
2921	6755	16363
2922	6758	16362
2923	6761	16361
2924	6763	16358
2925	6765	16356
2926	6767	16352
2927	6768	16348
2928	6770	16344
2929	6773	16344
2930	6775	16341
2931	6777	16337
2932	6778	16333
2933	6780	16329
2934	6782	16326
2935	6783	16321
2936	6786	16320
2937	6788	16316
2938	6789	16312
2939	6791	16308
2940	6792	16304
2941	6794	16301
2942	6796	16296
2943	6799	16295
2944	6800	16291
2945	6802	16288
2946	6804	16284
2947	6806	16280
2948	6807	16276
2949	6809	16273
2950	6811	16271
2951	6813	16267
2952	6814	16263
2953	6816	16259
2954	6818	16254
2955	6820	16251
2956	6822	16248
2957	6823	16245
2958	6825	16241
2959	6826	16236
2960	6828	16233
2961	6830	16230
2962	6832	16226
2963	6835	16225
2964	6837	16222
2965	6839	16219
2966	6840	16215
2967	6842	16210
2968	6843	16206
2969	6845	16202
2970	6847	16200
2971	6849	16198
2972	6851	16194
2973	6853	16191
2974	6855	16187
2975	6856	16183
2976	6858	16179
2977	6861	16178
2978	6863	16175
2979	6864	16171
2980	6866	16168
2981	6868	16164
2982	6870	16161
2983	6873	16159
2984	6874	16156
2985	6876	16152
2986	6878	16149
2987	6879	16145
2988	6881	16141
2989	6883	16137
2990	6886	16136
2991	6887	16132
2992	6889	16128
2993	6890	16124
2994	6892	16120
2995	6893	16116
2996	6896	16113
2997	6898	16112
2998	6900	16108
2999	6901	16104
3000	6903	16100
3001	6905	16096
3002	6906	16092
3003	6908	16089
3004	6911	16087
3005	6913	16085
3006	6915	16082
3007	6917	16078
3008	6918	16074
3009	6920	16070
3010	6923	16070
3011	6924	16066
3012	6926	16061
3013	6928	16058
3014	6930	16055
3015	6932	16052
3016	6934	16050
3017	6936	16046
3018	6937	16042
3019	6939	16038
3020	6941	16035
3021	6944	16035
3022	6948	16036
3023	6951	16036
3024	6953	16032
3025	6954	16028
3026	6956	16024
3027	6960	16025
3028	6962	16024
3029	6964	16020
3030	6966	16017
3031	6967	16013
3032	6969	16009
3033	6972	16008
3034	6974	16004
3035	6975	16001
3036	6977	15997
3037	6979	15993
3038	6980	15989
3039	6982	15985
3040	6985	15984
3041	6986	15981
3042	6988	15977
3043	6990	15974
3044	6992	15970
3045	6993	15966
3046	6995	15962
3047	6998	15961
3048	6999	15957
3049	7001	15953
3050	7002	15949
3051	7004	15945
3052	7006	15942
3053	7008	15939
3054	7010	15936
3055	7011	15933
3056	7013	15929
3057	7015	15925
3058	7017	15922
3059	7018	15918
3060	7020	15915
3061	7023	15913
3062	7024	15909
3063	7026	15905
3064	7028	15901
3065	7029	15897
3066	7031	15893
3067	7033	15890
3068	7035	15889
3069	7037	15886
3070	7039	15882
3071	7040	15878
3072	7042	15874
3073	7044	15870
3074	7047	15870
3075	7049	15867
3076	7050	15863
3077	7052	15860
3078	7054	15856
3079	7055	15852
3080	7057	15848
3081	7060	15848
3082	7062	15845
3083	7064	15842
3084	7066	15838
3085	7067	15835
3086	7069	15831
3087	7072	15830
3088	7074	15827
3089	7075	15823
3090	7077	15819
3091	7079	15816
3092	7080	15812
3093	7084	15812
3094	7085	15808
3095	7087	15804
3096	7089	15801
3097	7091	15798
3098	7093	15795
3099	7094	15791
3100	7097	15789
3101	7099	15786
3102	7100	15782
3103	7102	15779
3104	7103	15775
3105	7105	15771
3106	7107	15767
3107	7109	15766
3108	7111	15763
3109	7113	15759
3110	7115	15755
3111	7116	15751
3112	7118	15747
3113	7122	15749
3114	7124	15746
3115	7126	15743
3116	7130	15745
3117	7137	15752
3118	7143	15759
3119	7147	15760
3120	7150	15759
3121	7152	15757
3122	7154	15753
3123	7156	15750
3124	7159	15751
3125	7161	15748
3126	7163	15745
3127	7165	15741
3128	7167	15738
3129	7168	15734
3130	7171	15733
3131	7173	15730
3132	7175	15726
3133	7176	15723
3134	7178	15719
3135	7180	15715
3136	7181	15711
3137	7184	15710
3138	7186	15707
3139	7187	15703
3140	7189	15699
3141	7190	15695
3142	7192	15692
3143	7194	15688
3144	7197	15687
3145	7198	15683
3146	7200	15679
3147	7201	15675
3148	7203	15672
3149	7205	15668
3150	7207	15665
3151	7209	15663
3152	7211	15659
3153	7212	15656
3154	7214	15652
3155	7216	15648
3156	7217	15644
3157	7219	15640
3158	7222	15641
3159	7224	15638
3160	7226	15634
3161	7227	15630
3162	7229	15626
3163	7231	15623
3164	7232	15620
3165	7234	15617
3166	7236	15613
3167	7238	15609
3168	7240	15606
3169	7242	15603
3170	7243	15599
3171	7246	15598
3172	7248	15595
3173	7249	15591
3174	7251	15588
3175	7253	15584
3176	7254	15580
3177	7256	15577
3178	7259	15576
3179	7261	15573
3180	7263	15569
3181	7264	15566
3182	7266	15562
3183	7267	15558
3184	7271	15558
3185	7272	15554
3186	7274	15550
3187	7275	15546
3188	7277	15543
3189	7279	15540
3190	7280	15536
3191	7283	15533
3192	7284	15530
3193	7286	15527
3194	7288	15523
3195	7289	15519
3196	7291	15515
3197	7292	15511
3198	7294	15508
3199	7297	15506
3200	7298	15503
3201	7300	15500
3202	7302	15496
3203	7303	15492
3204	7305	15488
3205	7308	15488
3206	7310	15484
3207	7311	15480
3208	7313	15476
3209	7315	15473
3210	7317	15470
3211	7318	15466
3212	7321	15466
3213	7324	15464
3214	7326	15460
3215	7327	15457
3216	7329	15453
3217	7330	15450
3218	7333	15449
3219	7336	15448
3220	7338	15445
3221	7340	15441
3222	7343	15440
3223	7345	15439
3224	7348	15437
3225	7350	15434
3226	7352	15431
3227	7354	15428
3228	7355	15424
3229	7358	15422
3230	7360	15420
3231	7362	15416
3232	7363	15411
3233	7364	15408
3234	7366	15404
3235	7368	15401
3236	7371	15400
3237	7372	15396
3238	7374	15393
3239	7375	15389
3240	7377	15385
3241	7379	15381
3242	7380	15378
3243	7383	15377
3244	7384	15372
3245	7386	15368
3246	7387	15365
3247	7389	15361
3248	7391	15358
3249	7392	15354
3250	7396	15354
3251	7397	15349
3252	7398	15346
3253	7400	15342
3254	7402	15338
3255	7403	15334
3256	7405	15330
3257	7406	15327
3258	7409	15325
3259	7411	15323
3260	7413	15320
3261	7415	15316
3262	7416	15313
3263	7418	15309
3264	7421	15308
3265	7451	15364
3266	7455	15365
3267	7460	15368
3268	7464	15369
3269	7469	15373
3270	7475	15378
