iter	RMSE
641	0.2884956717
642	0.2879442435
643	0.2872563282
644	0.2868078571
645	0.2861635812
646	0.2855082793
647	0.2850045261
648	0.2845009933
649	0.2840958774
650	0.2836924258
651	0.2832607825
652	0.2827147231
653	0.2822497111
654	0.2819896034
655	0.2816014941
656	0.2809811859
657	0.2803219134
658	0.2799736717
659	0.2793722366
660	0.2786290106
661	0.2780526504
662	0.2776031919
663	0.2772321085
664	0.2766463651
665	0.2760852334
666	0.275678061
667	0.2752221399
668	0.2748499193
669	0.2744702264
670	0.2739137951
671	0.2734787255
672	0.2731747682
673	0.2725143369
674	0.2721454628
675	0.2717309722
676	0.2712908837
677	0.2710278744
678	0.2706374123
679	0.2702921546
680	0.2699847346
681	0.2695200923
682	0.269298094
683	0.2689570212
684	0.2684971308
685	0.2680935379
686	0.2678568024
687	0.2675407286
688	0.2670382159
689	0.2665172655
690	0.2661547371
691	0.2658812155
692	0.2653870213
693	0.2650508526
694	0.2647761373
695	0.2643410213
696	0.2640748161
697	0.2637320641
698	0.2629871214
699	0.2627163074
700	0.2621142342
701	0.2618720001
702	0.261331479
703	0.2611189567
704	0.2608909196
705	0.2602432785
706	0.2597027807
707	0.2592741397
708	0.2589704522
709	0.2583863085
710	0.2580094147
711	0.2575904045
712	0.2573296263
713	0.2570553974
714	0.2566993109
715	0.256099038
716	0.2554894455
717	0.2552189053
718	0.2549193673
719	0.2544431445
720	0.2537540669
721	0.2533733812
722	0.2530465625
723	0.2526644705
724	0.2521609735
725	0.2518125396
726	0.2515215287
727	0.2511235979
728	0.2509475299
729	0.2503978236
730	0.2502090809
731	0.2496280157
732	0.2491776443
733	0.2489733775
734	0.2484570246
735	0.2478650937
736	0.2475536597
737	0.2472241901
738	0.2467837375
739	0.2460596647
740	0.2459257154
741	0.2455496052
742	0.2450374718
743	0.2448081631
744	0.2444529703
745	0.2440998933
746	0.2435270847
747	0.2432967031
748	0.2430578766
749	0.2425263773
750	0.2419863167
751	0.2413927464
752	0.2408444202
753	0.2404830281
754	0.2401538141
755	0.2397502954
756	0.2390296521
757	0.2385673517
758	0.2383249386
759	0.2379914363
760	0.2375551073
761	0.2373358676
762	0.2371594586
763	0.2369692223
764	0.236519481
765	0.2360029766
766	0.2358604791
767	0.2356382117
768	0.2350431415
769	0.2348068443
770	0.2339125588
771	0.2334858143
772	0.2331274915
773	0.2330424444
774	0.2324905144
775	0.2321970101
776	0.2317394141
777	0.2313510071
778	0.2309793374
779	0.2307493212
780	0.2304181914
781	0.2299536846
782	0.229630055
783	0.2291939828
784	0.2290382932
785	0.2286373003
786	0.2283799231
787	0.2280480786
788	0.2273859869
789	0.2271098737
790	0.2269432071
791	0.2267458482
792	0.2265382872
793	0.2259764617
794	0.2255581172
795	0.2253448367
796	0.2249597538
797	0.2248134175
798	0.2246927097
799	0.2241993934
800	0.2239515498
801	0.2234159587
802	0.2232361854
803	0.2229613166
804	0.2227941791
805	0.2225736892
806	0.2220664465
807	0.2217655641
808	0.2215437073
809	0.2211935845
810	0.2209211648
811	0.2202767273
812	0.2199356659
813	0.2194469784
814	0.219119024
815	0.2187640661
816	0.2185769144
817	0.2183814896
818	0.2182772705
819	0.217902762
820	0.2172241116
821	0.2169148185
822	0.2164160136
823	0.2160228685
824	0.2156490371
825	0.2154941181
826	0.2152017926
827	0.214695242
828	0.214351199
829	0.2141523093
830	0.2138698237
831	0.2134610135
832	0.2130096652
833	0.2126314804
834	0.2122808764
835	0.2120086153
836	0.2117170083
837	0.211519706
838	0.2113488505
839	0.2110252806
840	0.2107448143
841	0.210499515
842	0.2101249521
843	0.2100075583
844	0.2096239712
845	0.2092806767
846	0.2090035228
847	0.2088424669
848	0.20841896
849	0.2081620688
850	0.2078863199
851	0.2076542874
852	0.2074686331
853	0.2070847887
854	0.2066193317
855	0.2063440223
856	0.2060551332
857	0.205870452
858	0.2054797365
859	0.2051083278
860	0.2047388033
861	0.2044669397
862	0.2041554909
863	0.203773607
864	0.203609005
865	0.2032015382
866	0.2030209419
867	0.2027587976
868	0.2023244615
869	0.2020688332
870	0.2017811179
871	0.201404681
872	0.2010587462
873	0.2008249735
874	0.2006450386
875	0.2004391113
876	0.2000013926
877	0.1998221537
878	0.1995644352
879	0.1989758409
880	0.1987032353
881	0.1984233607
882	0.1978734247
883	0.1975006668
884	0.1972850752
885	0.1968960386
886	0.1964964147
887	0.1962816732
888	0.1959462229
889	0.1958078497
890	0.1955045001
891	0.1953108673
892	0.1951405832
893	0.1948181862
894	0.1945528276
895	0.1941506957
896	0.1938773771
897	0.1936487589
898	0.1932161682
899	0.1929448309
900	0.1927148722
901	0.1925313589
902	0.1921201798
903	0.1917621415
904	0.1915705218
905	0.1910454012
906	0.1904956822
907	0.1902413284
908	0.1896960906
909	0.1893091004
910	0.1889451148
911	0.1887294006
912	0.1884070357
913	0.1880899241
914	0.1879219591
915	0.1878025683
916	0.1874973962
917	0.1873235776
918	0.187105576
919	0.1869245185
920	0.1866820498
921	0.186425369
922	0.186174417
923	0.185724079
924	0.185541651
925	0.1853644583
926	0.1850734932
927	0.1847884039
928	0.1844540624
929	0.1840901807
930	0.1836979656
931	0.1832380187
932	0.1828529549
933	0.1825102903
934	0.1823327402
935	0.1820518266
936	0.1817281349
937	0.1813635312
938	0.1810082736
939	0.180770226
940	0.1805866536
941	0.1803866778
942	0.1800356212
943	0.1798189235
944	0.1795778702
945	0.1794491704
946	0.1791781073
947	0.1787954703
948	0.1786517713
949	0.1783427579
950	0.178155835
951	0.1781042493
952	0.1779275583
953	0.1775065239
954	0.1772593103
955	0.1768756833
956	0.1766087467
957	0.1763453984
958	0.176177382
959	0.175910165
960	0.1754939453
961	0.1751299408
962	0.1749677496
963	0.1748247268
964	0.1745967529
965	0.1744404316
966	0.1742268839
967	0.1737588378
968	0.1734846487
969	0.1733544748
970	0.1729478254
971	0.1728115808
972	0.1725826489
973	0.1723358285
974	0.1719095721
975	0.1716808075
976	0.1715234858
977	0.1711614564
978	0.1707558024
979	0.1704619131
980	0.1700151762
981	0.1697067062
982	0.1694147631
983	0.1692040113
984	0.1690561193
985	0.1688206064
986	0.1683546077
987	0.1681972271
988	0.1679805849
989	0.1676875608
990	0.1675423706
991	0.1672214983
992	0.1669602827
993	0.1667858715
994	0.1666424677
995	0.166335545
996	0.1660838097
997	0.1656888484
998	0.1654818053
999	0.1653177972
1000	0.1651141741
1001	0.1649364553
1002	0.1646546798
1003	0.1645011847
1004	0.1642715641
1005	0.1641020517
1006	0.1638488858
1007	0.1636385147
1008	0.163445511
1009	0.1632277083
1010	0.1629984172
1011	0.1628413362
1012	0.1625922984
1013	0.1623380076
1014	0.1621021362
1015	0.1618997223
1016	0.1616879516
1017	0.1616369027
1018	0.1614773488
1019	0.1613820918
1020	0.16117073
1021	0.1608189876
1022	0.160658018
1023	0.1604710244
1024	0.1602674606
1025	0.1601059717
1026	0.1598634064
1027	0.159748961
1028	0.1594936635
1029	0.1593357397
1030	0.1591575379
1031	0.1589784322
1032	0.1588183149
1033	0.1587026105
1034	0.1585421086
1035	0.1582780717
1036	0.1578475844
1037	0.157644548
1038	0.1574883951
1039	0.1573959334
1040	0.1570169165
1041	0.1568576728
1042	0.1566938687
1043	0.1565640664
1044	0.1564017755
1045	0.1561463146
1046	0.1560107213
1047	0.1558355456
1048	0.155444847
1049	0.1552867385
1050	0.1550902368
1051	0.1550136807
1052	0.1545372358
1053	0.1542399401
1054	0.1540670203
1055	0.1538223081
1056	0.1536089505
1057	0.153289657
1058	0.1531244787
1059	0.1529648086
1060	0.152645259
1061	0.152547964
1062	0.1523156573
1063	0.1521932401
1064	0.1519147572
1065	0.1514716082
1066	0.151309836
1067	0.1511486708
1068	0.1509896807
1069	0.1508508264
1070	0.1505186321
1071	0.1502695261
1072	0.150026466
1073	0.1499799962
1074	0.1497225108
1075	0.1496021938
1076	0.1493517462
1077	0.1492616504
1078	0.1491390607
1079	0.148945673
1080	0.1486040857
1081	0.1482808205
1082	0.1481556139
1083	0.1479977643
1084	0.1476842975
1085	0.1475479641
1086	0.1472967062
1087	0.1472453289
1088	0.1470629672
1089	0.1469477934
1090	0.1468563239
1091	0.1466886493
1092	0.1463884668
1093	0.1462783025
1094	0.1460920148
1095	0.1458897088
1096	0.1457206798
1097	0.1455498239
1098	0.1453253253
1099	0.1451669495
1100	0.1450383026
1101	0.1448715798
1102	0.144639288
1103	0.1444833238
1104	0.1442766653
1105	0.1439539356
1106	0.1438288772
1107	0.1435548205
1108	0.143372088
1109	0.1432377382
1110	0.1430747907
1111	0.1428674147
1112	0.1427814979
1113	0.1426975509
1114	0.1424740094
1115	0.1423805782
1116	0.1421719182
1117	0.1419429724
1118	0.1415411624
1119	0.1414047985
1120	0.1412746221
1121	0.1410843601
1122	0.1408242327
1123	0.1405556817
1124	0.1403950623
1125	0.1402129907
1126	0.1400844319
1127	0.1399948258
1128	0.1398138209
1129	0.1397501957
1130	0.1395118315
1131	0.1393882849
1132	0.1391842627
1133	0.1391416968
1134	0.1389471283
1135	0.1385351769
1136	0.1382035882
1137	0.1380155924
1138	0.1377670322
1139	0.1375548624
1140	0.1373890364
1141	0.137193092
1142	0.137116962
1143	0.1370516509
1144	0.136861353
1145	0.1366867126
1146	0.1364279942
1147	0.1362924254
1148	0.1362075121
1149	0.1359816517
1150	0.1358961719
1151	0.1355961669
1152	0.1354721162
1153	0.1354073934
1154	0.1353343234
1155	0.1351377364
1156	0.1349641895
1157	0.1348476667
1158	0.1346493911
1159	0.1344181395
1160	0.1341757072
1161	0.133836493
1162	0.1336576235
1163	0.1334700362
1164	0.1333375286
1165	0.1331950977
1166	0.1331040806
1167	0.1329447439
1168	0.1326794279
1169	0.1324301745
1170	0.1323590659
1171	0.1322672593
1172	0.1320062047
1173	0.1317346765
1174	0.1314503526
1175	0.1311406519
1176	0.1309883498
1177	0.130757641
1178	0.1305743754
1179	0.1304199151
1180	0.1303228175
1181	0.1302560385
1182	0.1301425361
1183	0.1299600519
1184	0.1297775686
1185	0.1296441803
1186	0.1294828037
1187	0.1293274253
1188	0.1292096856
1189	0.1289322227
1190	0.1286341939
1191	0.1284394482
1192	0.1281711243
1193	0.128063872
1194	0.1279537858
1195	0.127610061
1196	0.1274853004
1197	0.1273443619
1198	0.1271404248
1199	0.1269788171
1200	0.126813295
1201	0.126643414
1202	0.1265598687
1203	0.1263961117
1204	0.1262266257
1205	0.1261500722
1206	0.1258626533
1207	0.1257173541
1208	0.1256648948
1209	0.125447445
1210	0.1252895731
1211	0.1252273125
1212	0.1249186355
1213	0.12471706
1214	0.1245653935
1215	0.1244276068
1216	0.1242138084
1217	0.1240829954
1218	0.123875956
1219	0.1236744346
1220	0.1234277934
1221	0.1232962452
1222	0.1230249401
1223	0.1228691821
1224	0.1228017607
1225	0.1226743129
1226	0.122435113
1227	0.1222359016
1228	0.1219957688
1229	0.1218629574
1230	0.121739458
1231	0.1215955309
1232	0.1214412457
1233	0.1211915314
1234	0.1210450173
1235	0.1209373605
1236	0.1208480032
1237	0.1206842777
1238	0.1204919458
1239	0.1204349018
1240	0.120262473
1241	0.1201514753
1242	0.1200171095
1243	0.1198992303
1244	0.1196988117
1245	0.1196011694
1246	0.1194377189
1247	0.1191839338
1248	0.1191059673
1249	0.1188041782
1250	0.1186947453
1251	0.1185659464
1252	0.1183582262
1253	0.1181665173
1254	0.118074954
1255	0.1179196714
1256	0.1177893087
1257	0.1176843089
1258	0.1173838417
1259	0.1172110462
1260	0.1170802569
1261	0.1169259203
1262	0.1167350326
1263	0.116550465
1264	0.1163196167
1265	0.1161830888
1266	0.1161365795
1267	0.115889925
1268	0.1157626303
1269	0.1156921873
1270	0.1155115114
1271	0.1153954439
1272	0.115204835
1273	0.1150825408
1274	0.1149308129
1275	0.1147063082
1276	0.114580331
1277	0.1144608213
1278	0.114262174
1279	0.1141373951
1280	0.1140244719
1281	0.1138466523
1282	0.1136743639
1283	0.1134702704
1284	0.1133600617
1285	0.1131610629
1286	0.1130519489
1287	0.1129537713
1288	0.1128278843
1289	0.1127251295
1290	0.1125033638
1291	0.1124334485
1292	0.1122649331
1293	0.1120920755
1294	0.1119183706
1295	0.1118503266
1296	0.111716377
1297	0.1114286016
1298	0.1113437982
1299	0.1112568554
1300	0.1111359994
1301	0.1109109309
1302	0.1107962516
1303	0.1106078425
1304	0.1104295519
1305	0.1103307536
1306	0.1102000944
1307	0.11010585
1308	0.1097592568
1309	0.1096892692
1310	0.109573042
1311	0.109426132
1312	0.1092192156
1313	0.1090964499
1314	0.1089205083
1315	0.1086836504
1316	0.108624129
1317	0.1083927692
1318	0.1082334793
1319	0.1081676002
1320	0.1080187499
1321	0.1078458563
1322	0.1076674069
1323	0.1075732277
1324	0.1074521945
1325	0.1073313002
1326	0.1071614232
1327	0.1070502579
1328	0.1069420726
1329	0.1068829949
1330	0.106797584
1331	0.1066254051
1332	0.1064918384
1333	0.1063381046
1334	0.1062444246
1335	0.106144139
1336	0.1059725469
1337	0.1056674385
1338	0.105588645
1339	0.105457777
1340	0.1053070254
1341	0.1051120976
1342	0.1049503105
1343	0.1048165611
1344	0.1047175151
1345	0.1046791084
1346	0.1045667775
1347	0.1044778987
1348	0.1043748018
1349	0.1042671791
1350	0.1042032758
1351	0.104089367
1352	0.1039808529
1353	0.1037514733
1354	0.1036822467
1355	0.1036341844
1356	0.1035311529
1357	0.1033679842
1358	0.1032287917
1359	0.103188615
1360	0.1030624197
1361	0.1030104651
1362	0.102905723
1363	0.1028353139
1364	0.102636147
1365	0.102601529
1366	0.1024682295
1367	0.1022663213
1368	0.1021641822
1369	0.1020512102
1370	0.1018458124
1371	0.1017787797
1372	0.1016326222
1373	0.1015249633
1374	0.1014001537
1375	0.101279624
1376	0.1010813214
1377	0.1010009809
1378	0.1008826032
1379	0.1007747386
1380	0.1006348933
1381	0.1005529164
1382	0.1003834417
1383	0.1002985428
1384	0.1002326657
1385	0.1000646425
1386	0.09981879387
1387	0.09958743431
1388	0.09943139308
1389	0.0993279565
1390	0.09922274327
1391	0.09908013746
1392	0.09891172824
1393	0.09884570961
1394	0.09865629037
1395	0.09859734535
1396	0.09850903227
1397	0.09836267328
1398	0.09830403207
1399	0.09824850219
1400	0.09810775811
1401	0.09797434673
1402	0.09776592692
1403	0.09768500833
1404	0.09758698913
1405	0.09743483483
1406	0.09738006282
1407	0.09716308635
1408	0.09703860908
1409	0.09695169054
1410	0.09686190019
1411	0.0967437697
1412	0.09660514979
1413	0.09652379486
1414	0.09637504256
1415	0.09631749277
1416	0.09610468503
1417	0.09605354498
1418	0.09592083187
1419	0.09586321634
1420	0.09574301731
1421	0.09565205056
1422	0.0955273901
1423	0.09535986995
1424	0.09523382948
1425	0.09514269047
1426	0.09507295521
1427	0.09500256165
1428	0.09491356448
1429	0.09474876621
1430	0.09456165324
1431	0.09441256062
1432	0.09429863147
1433	0.09422146126
1434	0.09414429635
1435	0.09409198678
1436	0.09394385233
1437	0.09381873539
1438	0.09369022422
1439	0.09349299419
1440	0.09337163771
1441	0.09332252177
1442	0.0932085346
1443	0.09310272224
1444	0.09304064465
1445	0.09296087909
1446	0.09276335673
1447	0.09269043906
1448	0.09263302949
1449	0.09252619544
1450	0.09246324406
1451	0.09235162465
1452	0.09226129598
1453	0.09214601005
1454	0.0920433935
1455	0.09186660625
1456	0.09183078044
1457	0.09172718025
1458	0.09154658879
1459	0.09151390265
1460	0.09146036838
1461	0.0913684501
1462	0.09118488282
1463	0.09108176233
1464	0.09097170425
1465	0.09081273025
1466	0.09069542509
1467	0.09059553934
1468	0.0905134066
1469	0.09045517891
1470	0.09027599223
1471	0.09016866029
1472	0.09004291819
1473	0.08994328462
1474	0.08983683178
1475	0.08968859829
1476	0.0895548763
1477	0.08950692067
1478	0.08942560687
1479	0.08926392364
1480	0.08919298661
1481	0.0891383067
1482	0.08907295524
1483	0.08897079261
1484	0.08894220615
1485	0.08873763861
1486	0.08867032457
1487	0.08855545647
1488	0.08849772809
1489	0.08834680341
1490	0.08828252916
1491	0.08822745728
1492	0.08815330437
1493	0.08805227323
1494	0.08797075591
1495	0.08789540096
1496	0.08787222972
1497	0.08780557817
1498	0.08765371035
1499	0.08761194639
1500	0.08746723576
1501	0.08736062407
1502	0.08729788594
1503	0.0872146744
1504	0.08711079232
1505	0.08698838779
1506	0.08688609965
1507	0.08684572464
1508	0.08673094146
1509	0.0866183871
1510	0.08656410151
1511	0.08642569433
1512	0.0863607364
1513	0.08627071222
1514	0.08601895694
1515	0.0859851588
1516	0.08591906712
1517	0.08583389829
1518	0.08570103672
1519	0.0855797788
