iter	RMSE
2542	0.02511804137
2543	0.02510723279
2544	0.02509216564
2545	0.02505394805
2546	0.02501681371
2547	0.02497796674
2548	0.0249516857
2549	0.02491488328
2550	0.02487845341
2551	0.02484799072
2552	0.02479738252
2553	0.02477163419
2554	0.02475210651
2555	0.02473325089
2556	0.0247198791
2557	0.02468479433
2558	0.02462908683
2559	0.02460878292
2560	0.02458765134
2561	0.02456355433
2562	0.02455530905
2563	0.02453721936
2564	0.02451884956
2565	0.02448319657
2566	0.02446224332
2567	0.02443181583
2568	0.02440733267
2569	0.02435205079
2570	0.02428863975
2571	0.02425801841
2572	0.02422476669
2573	0.02420731542
2574	0.0241693355
2575	0.02414695918
2576	0.02413829365
2577	0.02411709186
2578	0.02410816689
2579	0.02408483066
2580	0.02407563061
2581	0.02405998985
2582	0.02403698875
2583	0.02401479417
2584	0.02394862993
2585	0.02391446245
2586	0.02388220553
2587	0.02382181268
2588	0.02379826451
2589	0.02378173685
2590	0.02376412514
2591	0.02373882113
2592	0.02369045559
2593	0.02368297088
2594	0.02367326716
2595	0.02365421379
2596	0.02364173464
2597	0.02362070605
2598	0.02358757712
2599	0.02355670271
2600	0.02351405278
2601	0.02348919816
2602	0.02348220705
2603	0.02345461635
2604	0.02342940642
2605	0.02339585155
2606	0.02334595934
2607	0.0233172982
2608	0.02328604781
2609	0.02325310114
2610	0.02321633604
2611	0.02318300023
2612	0.02317123622
2613	0.02313494774
2614	0.02308228262
2615	0.02305589621
2616	0.02299866161
2617	0.02298399594
2618	0.02296778821
2619	0.02293584007
2620	0.02290437614
2621	0.02288827361
2622	0.02286699541
2623	0.02282968783
2624	0.02281391235
2625	0.02278083047
2626	0.02276807738
2627	0.02274039941
2628	0.02271374641
2629	0.02269973541
2630	0.02264824217
2631	0.02259697622
2632	0.02258189711
2633	0.02255362765
2634	0.02253634143
2635	0.02251148776
2636	0.02249722812
2637	0.02247408791
2638	0.02243774487
2639	0.02240844574
2640	0.02239669633
2641	0.02236054357
2642	0.02235090278
2643	0.0223024213
2644	0.022263021
2645	0.02222661269
2646	0.02220835422
2647	0.02218175463
2648	0.02217096838
2649	0.02215879852
2650	0.02214799044
2651	0.02210714923
2652	0.02207276713
2653	0.02204635403
2654	0.02202418667
2655	0.02200721429
2656	0.02198508192
2657	0.02197316662
2658	0.02195597756
2659	0.02193449547
2660	0.02191085992
2661	0.02189796144
2662	0.02187381973
2663	0.02186125651
2664	0.02185575298
2665	0.02182253692
2666	0.02178947823
2667	0.02175980812
2668	0.02173632282
2669	0.02167767035
2670	0.02165518635
2671	0.02164352892
2672	0.02162670276
2673	0.02159745674
2674	0.02158974216
2675	0.02156151462
2676	0.02155237358
2677	0.02153215745
2678	0.02150957875
2679	0.02148251251
2680	0.02146971308
2681	0.02141633891
2682	0.02137941912
2683	0.02133148049
2684	0.02130523959
2685	0.021290796
2686	0.02125979864
2687	0.02124273757
2688	0.02120524432
2689	0.02118390685
2690	0.02114979571
2691	0.0211294539
2692	0.02110569951
2693	0.0210688253
2694	0.0210145439
2695	0.02099180157
2696	0.02094756953
2697	0.02091249803
2698	0.02090537635
2699	0.02088571842
2700	0.02086729731
2701	0.02083574421
2702	0.02081999859
2703	0.02080809042
2704	0.02080226661
2705	0.02075171238
2706	0.02071645238
2707	0.02069864245
2708	0.02068331639
2709	0.02067393159
2710	0.02064058001
2711	0.02061448126
2712	0.0205967525
2713	0.0205700962
2714	0.02055259482
2715	0.02052284338
2716	0.02049519914
2717	0.02047970256
2718	0.02045719316
2719	0.02043069033
2720	0.02040584366
2721	0.02037707659
2722	0.02034542241
2723	0.02032598399
2724	0.02031393723
2725	0.02029184708
2726	0.02026551472
2727	0.02023737704
2728	0.02022288146
2729	0.02021167523
2730	0.02018139817
2731	0.0201470346
2732	0.02013160631
2733	0.02010870731
2734	0.0200954281
2735	0.02007937152
2736	0.02005250438
2737	0.02002111165
2738	0.01999704302
2739	0.01997117126
2740	0.01994972515
2741	0.01992407441
2742	0.01990440735
2743	0.0198885389
2744	0.01988338392
2745	0.01987361927
2746	0.01986662426
2747	0.01983211059
2748	0.01980561641
2749	0.01977880913
2750	0.01975131872
2751	0.01971645951
2752	0.01968985648
2753	0.01967948992
2754	0.01966812277
2755	0.01963696324
2756	0.01962539629
2757	0.01959998978
2758	0.01958896465
2759	0.01957462257
2760	0.01953940877
2761	0.0195028227
2762	0.01947942178
2763	0.0194443006
2764	0.01941190054
2765	0.01938294852
2766	0.01936932645
2767	0.01935551263
2768	0.01934966047
2769	0.01932094587
2770	0.01929961671
2771	0.01927862878
2772	0.01927361083
2773	0.01924192896
2774	0.01923943964
2775	0.01921413506
2776	0.01918808189
2777	0.01915872797
2778	0.01912125826
2779	0.01907548586
2780	0.01906445266
2781	0.0190385438
2782	0.01900111392
2783	0.01898331169
2784	0.01896904065
2785	0.01896073764
2786	0.01893528434
2787	0.01892464123
2788	0.01889650154
2789	0.01887592073
2790	0.01885054963
2791	0.0188338515
2792	0.01879120052
2793	0.01876832114
2794	0.01875152375
2795	0.01873461822
2796	0.01870304409
2797	0.01866453632
2798	0.0186545954
2799	0.01861716804
2800	0.01859613376
2801	0.0185669463
2802	0.0185554966
2803	0.01854683382
2804	0.01852932148
2805	0.01849692165
2806	0.01847083506
2807	0.01845298658
2808	0.01843841662
2809	0.01842789273
2810	0.01840294759
2811	0.01839337299
2812	0.01838097616
2813	0.01835602355
2814	0.01834271821
2815	0.01832183845
2816	0.01831261942
2817	0.01829947338
2818	0.01828370699
2819	0.0182736705
2820	0.01825662401
2821	0.01824287082
2822	0.01819717891
2823	0.0181888862
2824	0.01816607266
2825	0.01814500441
2826	0.01811917965
2827	0.01808520763
2828	0.01806392715
2829	0.0180337428
2830	0.01802919796
2831	0.01801563586
2832	0.01798793059
2833	0.01797414208
2834	0.01795537198
2835	0.01793985718
2836	0.01793762326
2837	0.01790661749
2838	0.01787544649
2839	0.01785414499
2840	0.01783718218
2841	0.01780564541
2842	0.01777176528
2843	0.01774196902
2844	0.01772415899
2845	0.01771818282
2846	0.01769755836
2847	0.01766737264
2848	0.0176542121
2849	0.01763935473
2850	0.01762856452
2851	0.01761160267
2852	0.01758369278
2853	0.01755907951
2854	0.01754188751
2855	0.01752495869
2856	0.01747896752
2857	0.01746378382
2858	0.01744807043
2859	0.01742537897
2860	0.01741908324
2861	0.01740251658
2862	0.01739152816
2863	0.01738113769
2864	0.0173717772
2865	0.01735612012
2866	0.01733591643
2867	0.01731855143
2868	0.01728893486
2869	0.01727450159
2870	0.01726929826
2871	0.01724536203
2872	0.01721544571
2873	0.01720099113
2874	0.01718020337
2875	0.01715662346
2876	0.01712213822
2877	0.01711108787
2878	0.01708025797
2879	0.0170556994
2880	0.01703433829
2881	0.01702134827
2882	0.01699074175
2883	0.01696034843
2884	0.01694590914
2885	0.0169331007
2886	0.01689967244
2887	0.01688777341
2888	0.0168735955
2889	0.01685834203
2890	0.01684365342
2891	0.01683300613
2892	0.01680049951
2893	0.01678712934
2894	0.0167775643
2895	0.01676386719
2896	0.016747556
2897	0.01673742265
2898	0.0167214471
2899	0.01667906276
2900	0.01667204114
2901	0.0166523043
2902	0.0166135559
2903	0.01660441749
2904	0.01658510877
2905	0.01657707009
2906	0.01655877124
2907	0.01654535912
2908	0.01652117223
2909	0.01649119551
2910	0.01648640648
2911	0.01646233201
2912	0.01645257699
2913	0.01643049311
2914	0.0163999401
2915	0.01638609493
2916	0.01636496154
2917	0.01633924528
2918	0.01630691562
2919	0.01629356676
2920	0.01625271423
2921	0.01623589086
2922	0.0162174369
2923	0.01620115979
2924	0.01618712595
2925	0.01615142954
2926	0.01613732171
2927	0.01613100542
2928	0.0161217062
2929	0.01611789409
2930	0.01609606355
2931	0.01606271209
2932	0.01605177364
2933	0.01603544725
2934	0.0159961843
2935	0.01598575559
2936	0.01596414574
2937	0.01593858415
2938	0.01592566798
2939	0.01591081029
2940	0.01587342642
2941	0.01584817831
2942	0.01582751288
2943	0.01581814052
2944	0.01579100967
2945	0.01577862198
2946	0.01577310071
2947	0.01575291747
2948	0.01573001054
2949	0.01571766925
2950	0.01570549246
2951	0.01569633591
2952	0.01569327544
2953	0.0156589969
2954	0.01564399778
2955	0.01562359848
2956	0.01561606619
2957	0.01560047845
2958	0.0155792867
2959	0.01556556204
2960	0.01552998289
2961	0.01550185757
2962	0.01547609928
2963	0.01547217882
2964	0.0154352729
2965	0.01540991812
2966	0.01537987259
2967	0.01535256435
2968	0.01534250513
2969	0.01532727501
2970	0.01530677936
2971	0.01528672991
2972	0.01525836601
2973	0.01524689521
2974	0.01522149491
2975	0.01519381276
2976	0.015172752
2977	0.01516476326
2978	0.01515045385
2979	0.01514130404
2980	0.01513274385
2981	0.01512453568
2982	0.01510893571
2983	0.01506949264
2984	0.01503461878
2985	0.01502315468
2986	0.01500410278
2987	0.01497405342
2988	0.01496046462
2989	0.01494031938
2990	0.01493230687
2991	0.01490895124
2992	0.01490659222
2993	0.01489473223
2994	0.01486632151
2995	0.01485774548
2996	0.01483686897
2997	0.01480541553
2998	0.01479118379
2999	0.01477084109
3000	0.01475701296
3001	0.01474042547
3002	0.01473059585
3003	0.01472083913
3004	0.01471352806
3005	0.01470121353
3006	0.01467247726
3007	0.01466521221
3008	0.01465399856
3009	0.01464133194
3010	0.01462308716
3011	0.01459774574
3012	0.01457706619
3013	0.01456755749
3014	0.01454490597
3015	0.01452345355
3016	0.01449785296
3017	0.01448321072
3018	0.01446752715
3019	0.01444909272
3020	0.01442167555
3021	0.01439982987
3022	0.01438465732
3023	0.01437592198
3024	0.01436219109
3025	0.01434173853
3026	0.01432805492
3027	0.01430189622
3028	0.01428447227
3029	0.01426062187
3030	0.01423477428
3031	0.01421640483
3032	0.01419039297
3033	0.01418041381
3034	0.01416436647
3035	0.01415138513
3036	0.01411728736
3037	0.01409887773
3038	0.01409274973
3039	0.01407677792
3040	0.01406407901
3041	0.01405497528
3042	0.01404227456
3043	0.01403160732
3044	0.01400838754
3045	0.01398769509
3046	0.01397174908
3047	0.01394570365
3048	0.01394387311
3049	0.01392011848
3050	0.01390794314
3051	0.01389699218
3052	0.01387927928
3053	0.01387190309
3054	0.01386161635
3055	0.01384793342
3056	0.01382998972
3057	0.01381867919
3058	0.01380252401
3059	0.01377369804
3060	0.01374050261
3061	0.0137236997
3062	0.01371530494
3063	0.01369113871
3064	0.01368299255
3065	0.01364412907
3066	0.01363163477
3067	0.01362454613
3068	0.01360844379
3069	0.01359147506
3070	0.01357821348
3071	0.01355141233
3072	0.01353593428
3073	0.01352953606
3074	0.01351918908
3075	0.01351431287
3076	0.01349656227
3077	0.01348747853
3078	0.0134708299
3079	0.01346342847
3080	0.01345590851
3081	0.01343740808
3082	0.01342909979
3083	0.01342244954
3084	0.01340508237
3085	0.0133977019
3086	0.01338772165
3087	0.01337166061
3088	0.01335442461
3089	0.01334436303
3090	0.01332987236
3091	0.01330108906
3092	0.01329359536
3093	0.01326695625
3094	0.01326494331
3095	0.01325344673
3096	0.01324323538
3097	0.01322357102
3098	0.01321661476
3099	0.01319944929
3100	0.01316203259
3101	0.01314126939
3102	0.01313702538
3103	0.0131093092
3104	0.01309763847
3105	0.01307650266
3106	0.01306106704
3107	0.01304460933
3108	0.013018334
3109	0.01299824423
3110	0.01298134894
3111	0.01297243785
3112	0.01296222421
3113	0.012940521
3114	0.01293326125
3115	0.01291936872
3116	0.01289861806
3117	0.01288679465
3118	0.0128711823
3119	0.01285847903
3120	0.01284050309
3121	0.01281707055
3122	0.01280972008
3123	0.01280167877
3124	0.01279577061
3125	0.0127809011
3126	0.0127681968
3127	0.0127638761
3128	0.01275698384
3129	0.01273214226
3130	0.01271482575
3131	0.01271286516
3132	0.01269719235
3133	0.01268654628
3134	0.01268148622
3135	0.01266909775
3136	0.0126474303
3137	0.01263839771
3138	0.01262014047
3139	0.01261321377
3140	0.01259770539
3141	0.01257475693
3142	0.01256603551
3143	0.01255152377
3144	0.01254147028
3145	0.01251410571
3146	0.01250154839
3147	0.01247333098
3148	0.01246393507
3149	0.01245954423
3150	0.01245047907
3151	0.01244418965
3152	0.01241342961
3153	0.01240989843
3154	0.0124053728
3155	0.01239643468
3156	0.01237972209
3157	0.01236908584
3158	0.01235845549
3159	0.01234301137
3160	0.01233739195
3161	0.01232504193
3162	0.01229096984
3163	0.01227840143
3164	0.01227243619
3165	0.01226584147
3166	0.01225454531
3167	0.01224351852
3168	0.01222635885
3169	0.0122141314
3170	0.01220094307
3171	0.01219744252
3172	0.01218846393
3173	0.01217331027
3174	0.01214318898
3175	0.01213479149
3176	0.01212368983
3177	0.01210886314
3178	0.0121015313
3179	0.01209203522
3180	0.01207269831
3181	0.01206520682
3182	0.0120557555
3183	0.01204901819
3184	0.01202428409
3185	0.0120194488
3186	0.01201569831
3187	0.01200833415
3188	0.01198781779
3189	0.01198136103
3190	0.01196848482
3191	0.01195278277
3192	0.0119267754
3193	0.01192222325
3194	0.01191019563
3195	0.01190530894
3196	0.01188967763
3197	0.01187713982
3198	0.01185826001
3199	0.01184394487
3200	0.01183684938
3201	0.01182575423
3202	0.01181340491
3203	0.01180747344
3204	0.01180045562
3205	0.01177916617
3206	0.0117749026
3207	0.01176928707
3208	0.01175474149
3209	0.01174111222
3210	0.01172666048
3211	0.01171783745
3212	0.01169671443
3213	0.01168369781
3214	0.0116671683
3215	0.01165778675
3216	0.01164266046
3217	0.01161367434
3218	0.01160350951
3219	0.01158937431
3220	0.01157477091
3221	0.01155312621
3222	0.01154094927
3223	0.01153350414
3224	0.01151957784
3225	0.01150397741
3226	0.01147850634
3227	0.01146427095
3228	0.01145568353
3229	0.01144118815
3230	0.01141469363
3231	0.01139710434
3232	0.01139471108
3233	0.01136752445
3234	0.01135399828
3235	0.01134178458
3236	0.01132497904
3237	0.01131685449
3238	0.01130705739
3239	0.01130210682
3240	0.01129008586
3241	0.01126751702
3242	0.01126187677
3243	0.01124865971
3244	0.01124364065
3245	0.01122788817
3246	0.01120059834
3247	0.011195296
3248	0.0111821092
3249	0.01117145887
3250	0.01115920787
3251	0.01115080475
3252	0.01114708725
3253	0.01112670106
3254	0.01111657219
3255	0.01110691549
3256	0.01108545968
3257	0.01107845625
3258	0.01106672962
3259	0.01106133878
3260	0.01105294854
3261	0.0110470561
3262	0.01103231924
3263	0.01101555318
3264	0.01100519008
3265	0.01099710062
3266	0.01098054544
3267	0.01096376204
3268	0.01095010768
3269	0.01093281907
3270	0.01093053418
3271	0.01092139968
3272	0.01090729619
3273	0.0108919019
3274	0.0108765864
3275	0.01086547447
3276	0.01086270795
3277	0.01084757729
3278	0.01084633836
3279	0.0108240067
3280	0.01081507881
3281	0.01080948817
3282	0.01080045653
3283	0.0107886364
3284	0.01077853576
3285	0.01076137205
3286	0.01075308295
3287	0.01074603468
3288	0.01072872393
3289	0.01071156313
3290	0.01070608359
3291	0.01069550566
3292	0.01068034064
3293	0.01066089595
3294	0.01065483064
3295	0.01064380309
3296	0.01063921788
3297	0.01061923914
3298	0.01060500055
3299	0.01058497255
3300	0.01058149789
3301	0.01057652482
3302	0.01056960122
3303	0.01055815668
3304	0.01053749352
3305	0.01052215762
3306	0.01051214124
3307	0.01048838349
3308	0.01047533562
3309	0.01045741089
3310	0.01044948539
3311	0.01043512884
3312	0.0104219722
3313	0.01040739919
3314	0.01039679137
3315	0.01038175787
3316	0.01035637576
3317	0.01034450277
3318	0.0103405431
3319	0.01033260962
3320	0.0103226199
3321	0.01032042179
3322	0.01029743383
3323	0.01028567431
3324	0.01027598938
3325	0.01025840889
3326	0.01024707374
3327	0.01023912377
3328	0.01022683557
3329	0.01021445988
3330	0.01019938024
3331	0.01018688766
3332	0.01017979513
3333	0.01016294499
3334	0.01015827788
3335	0.01014821475
3336	0.0101381965
3337	0.0101304937
3338	0.01011987854
3339	0.01011665202
3340	0.01010016854
3341	0.01008818462
3342	0.01007099325
3343	0.01005380212
3344	0.01004642465
3345	0.0100364169
3346	0.01003305654
3347	0.01002078189
3348	0.01001623089
3349	0.01000578829
3350	0.009999280674
3351	0.009987748581
3352	0.009981797147
3353	0.009970938278
3354	0.009965339182
3355	0.009962748696
3356	0.009946731989
3357	0.009925492287
3358	0.009915484018
3359	0.009902942021
3360	0.00989230131
3361	0.009888453926
3362	0.009876035418
3363	0.009859645451
3364	0.009855930932
3365	0.009832980553
3366	0.009824661347
3367	0.009807630648
3368	0.009800786103
3369	0.009781382165
3370	0.009768575061
3371	0.00976159728
3372	0.009752827322
3373	0.009738377944
3374	0.009726634724
3375	0.009706326255
3376	0.009700871882
3377	0.009692701113
3378	0.009680782153
3379	0.009674468802
3380	0.009650701611
3381	0.00964273339
3382	0.009627882958
3383	0.009622883437
3384	0.009608053412
3385	0.009596015366
3386	0.009582268115
3387	0.0095686834
3388	0.009565855895
3389	0.009552015387
3390	0.009546833432
3391	0.009541243478
3392	0.009534633389
3393	0.00952894862
3394	0.009523700844
3395	0.009512292391
3396	0.009499134173
3397	0.009488298965
3398	0.009476858485
3399	0.009463486422
3400	0.009451647562
3401	0.00944644711
3402	0.009438617721
3403	0.009420254876
3404	0.009408349717
3405	0.009385086261
3406	0.00937939978
3407	0.009366409701
3408	0.009355800602
3409	0.009344227046
3410	0.00933462163
3411	0.009318589771
3412	0.009312544226
3413	0.009307828821
3414	0.009300806787
3415	0.009289597601
3416	0.009273946323
3417	0.009254520015
3418	0.009243181725
3419	0.009230452217
3420	0.009221048089
3421	0.009206523346
3422	0.009199675889
3423	0.009192633434
3424	0.00918045701
3425	0.009175151709
3426	0.009168308814
3427	0.009158674289
3428	0.009142514213
3429	0.009134105715
3430	0.00911419169
3431	0.009099851175
3432	0.009095918343
3433	0.009087144013
3434	0.009081486612
3435	0.009078600688
3436	0.009066762607
3437	0.009063161361
3438	0.00904791037
3439	0.009044535529
3440	0.00903023218
3441	0.009021725393
3442	0.009016547295
3443	0.009008310452
3444	0.008996405109
3445	0.008985507869
3446	0.008972542485
3447	0.008971105887
3448	0.008961298806
3449	0.00895647279
3450	0.008942774654
3451	0.008937675459
3452	0.008925663296
3453	0.008918620067
3454	0.008909318254
3455	0.008904770462
3456	0.008901406699
3457	0.008889022459
3458	0.008878612997
3459	0.008860910385
3460	0.008853234609
3461	0.008850895672
3462	0.008843835629
3463	0.008839020507
3464	0.00882680971
3465	0.008812387164
3466	0.008806840441
3467	0.008798322718
3468	0.008782289353
3469	0.00877011794
3470	0.008762372418
3471	0.00876036512
3472	0.008752754392
3473	0.008740331083
3474	0.008731038259
3475	0.008718509612
3476	0.008712461525
3477	0.008697667645
3478	0.008680976083
3479	0.008669093176
3480	0.008652039129
3481	0.008636493204
3482	0.008622028216
3483	0.008607765043
3484	0.008600718599
3485	0.008598516324
3486	0.008589069202
3487	0.008584907248
3488	0.008573898304
3489	0.0085661433
3490	0.008549498954
3491	0.008537650321
3492	0.008528456176
3493	0.008518916732
3494	0.008515711569
3495	0.008504765717
3496	0.008483756933
3497	0.008473819586
3498	0.00846557244
3499	0.008459023594
3500	0.008445142076
3501	0.008436974728
3502	0.008430379695
3503	0.008426928438
3504	0.008422606654
3505	0.008409988845
3506	0.008403140414
3507	0.008398633073
3508	0.00839674065
3509	0.008384872506
3510	0.008382989337
3511	0.008368155483
3512	0.008355555659
3513	0.008348665268
3514	0.008338957205
3515	0.008330342418
3516	0.008318864988
3517	0.008309597065
3518	0.008302818943
3519	0.008299091175
3520	0.008296706933
3521	0.008286254339
3522	0.008279497119
3523	0.008273442783
3524	0.008269553925
3525	0.008265077282
3526	0.008251066873
3527	0.008239410294
3528	0.008237503834
3529	0.00823202243
3530	0.00822122875
3531	0.008210882529
3532	0.008202106184
3533	0.008188246244
3534	0.008169989369
3535	0.008167111081
3536	0.008161839814
3537	0.008156882824
3538	0.008145357574
3539	0.008140443296
3540	0.008131188536
3541	0.00812591127
3542	0.008112757001
3543	0.008105802707
3544	0.008091779195
3545	0.008083235005
3546	0.008080111033
3547	0.008074776228
3548	0.008059938088
3549	0.008041863507
3550	0.008021908881
3551	0.008014510999
3552	0.008010790625
3553	0.007997385061
3554	0.007983388925
3555	0.007968282856
3556	0.007961384678
3557	0.007950197814
3558	0.00794412416
3559	0.007936396495
3560	0.007925317083
3561	0.007917115293
3562	0.007909418066
3563	0.007900430532
3564	0.00789490331
3565	0.007883058099
3566	0.00787791378
3567	0.007867448381
3568	0.007857721022
3569	0.007845686732
3570	0.00784339899
3571	0.007836520416
3572	0.007826472809
3573	0.007822289348
3574	0.00781368438
3575	0.007807966298
3576	0.007801560121
3577	0.007795744083
3578	0.007793654801
3579	0.007780239967
3580	0.007769111024
3581	0.007760088526
3582	0.007748587015
3583	0.007739814502
3584	0.007731731153
3585	0.007715050921
3586	0.007699348876
3587	0.00769652077
3588	0.007686609494
3589	0.007678016416
3590	0.007672157125
3591	0.007666739941
3592	0.007660895646
3593	0.007648166634
3594	0.007638965837
3595	0.007633943659
3596	0.007626483661
3597	0.007610531995
3598	0.007605045692
3599	0.007601702644
3600	0.007590048863
3601	0.007583722948
3602	0.007578250077
3603	0.007570174575
3604	0.007560349633
3605	0.007553486888
3606	0.0075423081
3607	0.00753935215
3608	0.007522885772
3609	0.0075158017
3610	0.007508870986
3611	0.007499211567
3612	0.007489872545
3613	0.007480345329
3614	0.007474933844
3615	0.007464466952
3616	0.007459082995
3617	0.007446512615
3618	0.007439607961
3619	0.007426029283
3620	0.007421554204
3621	0.007414800339
3622	0.007401541623
3623	0.007386265092
3624	0.007373051839
3625	0.007366738009
3626	0.007354881679
3627	0.007349825131
3628	0.007343677968
3629	0.007339580195
3630	0.007327419267
3631	0.007323350198
3632	0.007315714701
3633	0.007308534992
3634	0.007299588512
3635	0.00729379844
3636	0.007287440433
3637	0.007279419827
3638	0.007277517412
3639	0.007273932338
3640	0.007272041556
3641	0.007267707408
3642	0.00725880626
3643	0.007254314815
3644	0.007249007509
3645	0.007238013046
3646	0.007235849577
3647	0.007233962605
3648	0.007228922261
3649	0.007224148749
3650	0.007218677238
3651	0.00721053382
3652	0.007203918004
3653	0.007202555763
3654	0.007194958257
3655	0.007183758413
3656	0.007178980693
3657	0.007165001075
3658	0.007162571969
3659	0.00715364045
3660	0.007151968112
3661	0.007137252481
3662	0.007131398209
3663	0.007123808698
3664	0.007112868063
3665	0.007100074066
3666	0.007094027413
3667	0.007088450603
3668	0.00708380362
3669	0.007078545808
3670	0.007072123649
3671	0.007068850313
3672	0.007056974636
3673	0.007053220742
3674	0.007046881471
3675	0.007037288491
3676	0.007025029118
3677	0.007013453167
3678	0.007007714911
3679	0.007002058171
3680	0.006994442847
3681	0.006987944425
3682	0.006981057181
3683	0.006973570215
3684	0.006968073689
3685	0.00695951273
3686	0.006951250341
3687	0.00694331592
3688	0.006935224734
3689	0.006925281429
3690	0.006918158458
3691	0.006915760824
3692	0.006908534809
3693	0.00690077425
3694	0.006893927934
3695	0.006889963183
3696	0.006884287106
3697	0.00687722924
3698	0.006873738565
3699	0.006861284653
3700	0.006856766686
3701	0.006844836922
3702	0.006836887509
3703	0.00683319016
3704	0.006828245584
3705	0.006818252148
3706	0.006814496379
3707	0.006807194206
3708	0.00680108484
3709	0.006795373013
3710	0.006785973408
3711	0.006778151678
3712	0.006768814375
3713	0.006765079882
3714	0.006753860765
3715	0.006748441436
3716	0.006747084143
3717	0.006740553173
3718	0.006736548067
3719	0.006732042672
3720	0.00673189387
3721	0.006721686581
3722	0.006713589175
3723	0.006702375641
3724	0.006699849222
3725	0.006696616053
3726	0.006692517521
3727	0.006687145137
3728	0.00667796322
3729	0.00667370474
3730	0.006663967104
3731	0.006656443485
3732	0.006648370607
3733	0.006639097114
3734	0.006627269398
3735	0.006619872565
3736	0.006614789457
3737	0.006610973564
3738	0.006608053785
3739	0.006604852292
3740	0.00660163591
3741	0.006594686158
3742	0.006589213123
3743	0.006587465484
3744	0.0065821938
3745	0.006573584279
3746	0.00656970959
3747	0.006559846012
3748	0.006546668286
3749	0.006538513839
3750	0.00652811923
3751	0.006517455483
3752	0.006512290729
3753	0.006500819293
3754	0.006487421407
3755	0.00648460341
3756	0.006483101176
3757	0.006479464887
3758	0.006468788212
3759	0.006464313033
3760	0.006447931929
3761	0.006437306742
3762	0.006425307448
3763	0.006416727859
3764	0.006407647877
3765	0.006400341648
3766	0.006388274328
3767	0.006379184136
3768	0.006372187286
3769	0.006365327442
3770	0.006355331806
3771	0.006345849026
3772	0.00634014455
3773	0.006335583884
3774	0.006329366367
3775	0.006320230001
3776	0.006312507421
3777	0.006307590183
3778	0.006300983343
3779	0.00629944771
3780	0.006286871915
3781	0.006270132784
3782	0.006258223007
3783	0.006255146227
3784	0.006247516926
3785	0.006242112999
3786	0.006237350238
3787	0.006229455396
3788	0.006226394502
3789	0.0062202406
3790	0.006216567422
3791	0.006203911037
3792	0.006192613178
3793	0.006186639021
3794	0.006180058255
3795	0.006175091846
3796	0.006160966724
3797	0.006156496073
3798	0.006146850652
3799	0.006137242245
3800	0.006135481903
3801	0.006130666525
3802	0.006126009684
3803	0.006120404833
3804	0.006111671158
3805	0.006110575284
3806	0.006109981714
3807	0.006105122729
3808	0.006100442961
3809	0.006093581787
3810	0.006085594728
3811	0.006080693216
3812	0.006071499486
3813	0.006067248815
3814	0.006056243635
3815	0.006052042854
3816	0.006047993126
3817	0.006041335313
3818	0.006032830321
3819	0.006024127538
3820	0.006020568285
3821	0.006014495955
3822	0.006008756882
3823	0.005998632854
3824	0.005995083321
3825	0.005991562087
3826	0.005979539382
3827	0.005975721659
3828	0.005971678692
3829	0.005970052196
3830	0.005969047878
3831	0.005966754783
3832	0.005965963353
3833	0.005961776609
3834	0.005958576039
3835	0.005952374995
3836	0.005946849286
3837	0.00594003068
3838	0.005935147331
3839	0.005930667548
3840	0.005919559944
3841	0.00591541859
3842	0.005910729466
3843	0.005903079502
3844	0.005901595512
3845	0.005894994914
3846	0.005887025683
3847	0.00588345486
3848	0.005881401839
3849	0.005871019782
3850	0.005867177511
3851	0.005859817459
3852	0.005855589136
3853	0.00585194158
3854	0.005843490695
3855	0.005838798531
3856	0.005833518142
3857	0.005826877138
3858	0.005824066677
3859	0.005819222299
3860	0.005814610931
3861	0.005807975383
3862	0.00580082146
3863	0.005796602709
3864	0.005794205748
3865	0.005793532407
3866	0.005787831075
3867	0.005777708469
3868	0.005773096501
3869	0.005768167268
3870	0.005759653296
3871	0.005751827407
3872	0.005748234593
3873	0.005744669952
3874	0.005742047808
3875	0.00573930858
3876	0.005727160927
3877	0.005722310399
3878	0.005713289241
3879	0.005700474412
3880	0.005696262936
3881	0.005687279271
3882	0.005676111399
3883	0.00567078726
3884	0.005670231367
3885	0.005668091724
3886	0.005661002843
3887	0.005653248201
3888	0.005647024758
3889	0.005641457205
3890	0.005637539681
3891	0.005634198324
3892	0.005630956436
3893	0.005629637927
3894	0.005615402141
3895	0.005610202711
3896	0.005605655145
3897	0.005602247341
3898	0.005594314802
3899	0.005587973852
3900	0.005585278665
3901	0.005584745261
3902	0.005578281477
3903	0.005572581925
3904	0.005570182909
3905	0.005559169635
3906	0.00555593679
3907	0.005546101688
3908	0.005542256421
3909	0.005538446288
3910	0.005536436528
3911	0.005534754408
3912	0.005531741189
3913	0.005529000493
3914	0.005524990336
3915	0.005524178963
3916	0.00551895563
3917	0.005518101835
3918	0.00551252862
3919	0.005503994372
3920	0.005500579932
3921	0.005494479157
3922	0.00548338717
3923	0.005480961249
3924	0.005478555913
3925	0.005475230454
3926	0.005469771543
3927	0.005464667757
3928	0.005459516
3929	0.005454948391
3930	0.005444459359
3931	0.005438302946
3932	0.005434359787
3933	0.005427346869
3934	0.005423188712
3935	0.005419665161
3936	0.005413580618
3937	0.005412322329
3938	0.005410142621
3939	0.005407818306
3940	0.005405764555
3941	0.00540317793
